Price (TL),Room,Size (m²),Building Age,City,District,Neighborhood,Room_Numeric
30000,4+1,170,22.38064516129032,Ankara,Keçiören,Ufuktepe,5
15000,3+1,135,4.0,Ankara,Çubuk,Merkez,4
35000,3+1,140,17.093406593406595,Ankara,Mamak,Kayaş,4
31000,3+1,120,16.19831223628692,Ankara,Etimesgut,Merkez,4
20900,3+1,135,22.38064516129032,Ankara,Keçiören,Esertepe / Yayla,4
30000,3+1,155,20.123076923076923,Ankara,Yenimahalle,Batıkent,4
42000,4+1,180,20.123076923076923,Ankara,Yenimahalle,Merkez,5
25000,1+1,75,25.5909592061742,Ankara,Çankaya,Merkez,2
36000,2+1,90,25.5909592061742,Ankara,Çankaya,Bahçelievler,3
18000,3+1,125,22.38064516129032,Ankara,Keçiören,Esertepe / Yayla,4
30000,2+1,120,22.38064516129032,Ankara,Keçiören,Sanatoryum,3
25900,3+1,128,25.5909592061742,Ankara,Çankaya,Balgat,4
30000,5+1,210,22.38064516129032,Ankara,Keçiören,Etlik / İncirli,6
85000,4+1,195,20.123076923076923,Ankara,Yenimahalle,A.O.Çiftliği(Aoç),5
35000,1+1,70,25.5909592061742,Ankara,Çankaya,Öveçler,2
25000,3+1,120,25.5909592061742,Ankara,Çankaya,Bahçelievler,4
36000,4+1,174,25.5909592061742,Ankara,Çankaya,Dikmen,5
42500,4+1,200,20.123076923076923,Ankara,Yenimahalle,Merkez,5
32000,2+1,85,6.810344827586207,Ankara,Gölbaşı,Merkez,3
17500,1+1,55,17.79381443298969,Ankara,Sincan,Merkez,2
22500,6+1,230,22.38064516129032,Ankara,Keçiören,Esertepe / Yayla,7
13500,2+1,120,17.79381443298969,Ankara,Sincan,Merkez,3
18500,2+1,100,17.79381443298969,Ankara,Sincan,Yenikent,3
17500,3+1,120,22.38064516129032,Ankara,Keçiören,Sanatoryum,4
21000,3+1,140,22.38064516129032,Ankara,Keçiören,Ufuktepe,4
20000,3+1,137,16.19831223628692,Ankara,Etimesgut,Merkez,4
16000,2+1,100,17.79381443298969,Ankara,Sincan,Merkez,3
22500,3+1,135,20.123076923076923,Ankara,Yenimahalle,Merkez,4
100000,4+1,199,25.5909592061742,Ankara,Çankaya,Çayyolu/Ümitköy,5
18000,3+1,125,9.333333333333334,Ankara,Pursaklar,Merkez,4
38000,3+1,105,25.5909592061742,Ankara,Çankaya,Çayyolu/Ümitköy,4
26000,1+1,70,25.5909592061742,Ankara,Çankaya,Çayyolu/Ümitköy,2
28000,4+1,175,20.123076923076923,Ankara,Yenimahalle,Merkez,5
14500,2+1,67,4.0,Ankara,Çubuk,Merkez,3
25000,3+1,110,17.79381443298969,Ankara,Sincan,Fatih,4
48000,4+1,195,20.123076923076923,Ankara,Yenimahalle,Batıkent,5
19000,1+1,35,25.5909592061742,Ankara,Çankaya,Çayyolu/Ümitköy,2
55000,4+1,196,16.19831223628692,Ankara,Etimesgut,Çarşı,5
20000,2+1,75,25.5909592061742,Ankara,Çankaya,Anıttepe,3
61000,4+1,210,25.5909592061742,Ankara,Çankaya,Çayyolu/Ümitköy,5
13500,3+1,115,17.79381443298969,Ankara,Sincan,Merkez,4
18000,3+1,100,17.093406593406595,Ankara,Mamak,Demirlibahçe,4
22000,1+1,50,25.5909592061742,Ankara,Çankaya,Çayyolu/Ümitköy,2
9000,1+1,42,4.0,Ankara,Çubuk,Merkez,2
22000,3+1,120,17.79381443298969,Ankara,Sincan,Merkez,4
6000,3+1,180,20.123076923076923,Ankara,Yenimahalle,Demetevler,4
18000,3+1,135,17.79381443298969,Ankara,Sincan,Yenikent,4
42500,4+1,160,16.19831223628692,Ankara,Etimesgut,Çarşı,5
24250,3+1,125,23.48913043478261,Ankara,Altındağ,Hasköy,4
30000,3+1,120,25.5909592061742,Ankara,Çankaya,Dikmen,4
32000,2+1,95,25.5909592061742,Ankara,Çankaya,Bahçelievler,3
17000,3+1,140,21.593950504124656,Ankara,Kahramankazan,Kazan,4
10000,2+1,90,20.123076923076923,Ankara,Yenimahalle,Şentepe,3
16000,3+1,145,17.093406593406595,Ankara,Mamak,Misket,4
21000,1+1,52,20.123076923076923,Ankara,Yenimahalle,Batıkent,2
20000,3+1,115,17.79381443298969,Ankara,Sincan,Merkez,4
14000,1+1,45,4.0,Ankara,Çubuk,Merkez,2
35500,3+1,125,20.123076923076923,Ankara,Yenimahalle,Merkez,4
17000,3+1,110,17.093406593406595,Ankara,Mamak,Boğaziçi,4
21000,2+1,110,16.19831223628692,Ankara,Etimesgut,Çarşı,3
28750,2+1,95,20.123076923076923,Ankara,Yenimahalle,İstasyon,3
35500,3+1,120,25.5909592061742,Ankara,Çankaya,Gaziosmanpaşa(Gop),4
17500,3+1,120,20.123076923076923,Ankara,Yenimahalle,Batıkent,4
11000,3+1,160,17.79381443298969,Ankara,Sincan,Temelli,4
25000,3+1,135,25.5909592061742,Ankara,Çankaya,Cebeci,4
25000,2+1,110,16.19831223628692,Ankara,Etimesgut,Çarşı,3
40000,3+1,105,25.5909592061742,Ankara,Çankaya,Ayrancı,4
29500,3+1,140,20.123076923076923,Ankara,Yenimahalle,Demetevler,4
12000,3+1,110,21.593950504124656,Ankara,Kahramankazan,Kazan,4
20000,2+1,65,6.810344827586207,Ankara,Gölbaşı,Merkez,3
15000,2+1,90,20.123076923076923,Ankara,Yenimahalle,Merkez,3
27000,1+1,65,20.123076923076923,Ankara,Yenimahalle,Batıkent,2
20500,2+1,120,25.5909592061742,Ankara,Çankaya,Öveçler,3
33000,4+2,220,17.093406593406595,Ankara,Mamak,Akdere,6
55000,4.5+2,220,6.810344827586207,Ankara,Gölbaşı,Merkez,2
23500,3+1,140,6.810344827586207,Ankara,Gölbaşı,Merkez,4
15000,1+1,55,4.0,Ankara,Çubuk,Merkez,2
25000,3+1,135,25.5909592061742,Ankara,Çankaya,Dikmen,4
26000,3+1,150,25.5909592061742,Ankara,Çankaya,Balgat,4
24000,2+1,100,23.48913043478261,Ankara,Altındağ,Merkez,3
24750,3+1,150,21.593950504124656,Ankara,Kızılcahamam,Merkez,4
17500,3+1,90,22.38064516129032,Ankara,Keçiören,Aktepe,4
12750,3+1,110,22.38064516129032,Ankara,Keçiören,Etlik / İncirli,4
17000,2+1,97,17.79381443298969,Ankara,Sincan,Merkez,3
27000,1+1,60,25.5909592061742,Ankara,Çankaya,Gaziosmanpaşa(Gop),2
22000,1+1,55,20.123076923076923,Ankara,Yenimahalle,Batıkent,2
22000,1+1,65,6.810344827586207,Ankara,Gölbaşı,Merkez,2
27000,2+1,75,25.5909592061742,Ankara,Çankaya,Kırkkonaklar,3
20000,2+1,92,17.79381443298969,Ankara,Sincan,Merkez,3
21000,3+1,130,22.38064516129032,Ankara,Keçiören,Etlik / İncirli,4
27000,3+1,160,25.5909592061742,Ankara,Çankaya,Gaziosmanpaşa(Gop),4
13000,2+1,90,22.38064516129032,Ankara,Keçiören,Ufuktepe,3
44000,4+1,225,16.19831223628692,Ankara,Etimesgut,Çarşı,5
38000,3+1,155,25.5909592061742,Ankara,Çankaya,Öveçler,4
32000,3+1,150,25.5909592061742,Ankara,Çankaya,Balgat,4
13000,3+1,100,23.48913043478261,Ankara,Altındağ,Merkez,4
45000,4+1,220,25.5909592061742,Ankara,Çankaya,Dikmen,5
30000,2+1,105,16.19831223628692,Ankara,Etimesgut,Eryaman,3
55000,4+1,185,20.123076923076923,Ankara,Yenimahalle,Batıkent,5
36000,4+1,155,25.5909592061742,Ankara,Çankaya,Balgat,5
23400,3+1,125,22.38064516129032,Ankara,Keçiören,Ufuktepe,4
22750,3+1,135,17.093406593406595,Ankara,Mamak,Boğaziçi,4
21000,3+1,120,20.123076923076923,Ankara,Yenimahalle,Batıkent,4
21000,2+1,80,17.093406593406595,Ankara,Mamak,Gülveren,3
21000,1+1,53,20.123076923076923,Ankara,Yenimahalle,Merkez,2
10500,3+1,130,18.136363636363637,Ankara,Polatlı,Çarşı,4
21000,2+1,90,20.123076923076923,Ankara,Yenimahalle,Merkez,3
17000,3+1,115,17.79381443298969,Ankara,Sincan,Merkez,4
17000,2+1,105,16.19831223628692,Ankara,Etimesgut,Merkez,3
34000,1+1,52,6.810344827586207,Ankara,Gölbaşı,Merkez,2
37500,1+1,55,25.5909592061742,Ankara,Çankaya,Gaziosmanpaşa(Gop),2
24000,3+1,120,22.38064516129032,Ankara,Keçiören,Etlik / İncirli,4
40000,4+1,185,20.123076923076923,Ankara,Yenimahalle,Batıkent,5
22000,3+1,110,23.48913043478261,Ankara,Altındağ,Merkez,4
14000,3+1,135,23.48913043478261,Ankara,Altındağ,Ulubey,4
20500,1+1,70,9.333333333333334,Ankara,Pursaklar,Merkez,2
17000,2+1,90,20.123076923076923,Ankara,Yenimahalle,Merkez,3
25000,3+1,115,22.38064516129032,Ankara,Keçiören,Şenlik/Güçlükaya,4
28000,1+1,60,25.5909592061742,Ankara,Çankaya,Anıttepe,2
50000,4+1,190,25.5909592061742,Ankara,Çankaya,Çayyolu/Ümitköy,5
32000,3+1,150,16.19831223628692,Ankara,Etimesgut,Çarşı,4
22500,3+1,110,6.810344827586207,Ankara,Gölbaşı,Merkez,4
20000,2+1,90,22.38064516129032,Ankara,Keçiören,Şenlik/Güçlükaya,3
19000,1+1,65,16.19831223628692,Ankara,Etimesgut,Eryaman,2
60000,4+1,195,25.5909592061742,Ankara,Çankaya,Çayyolu/Ümitköy,5
36000,3+1,125,25.5909592061742,Ankara,Çankaya,Dikmen,4
10500,1+1,65,4.0,Ankara,Çubuk,Merkez,2
18000,1+1,55,6.810344827586207,Ankara,Gölbaşı,Merkez,2
33000,2+1,89,25.5909592061742,Ankara,Çankaya,Balgat,3
23750,1+1,55,20.123076923076923,Ankara,Yenimahalle,Batıkent,2
12000,1+1,45,25.5909592061742,Ankara,Çankaya,Dikmen,2
14000,3+1,135,1.0,Ankara,Akyurt,Merkez,4
37000,4+1,170,20.123076923076923,Ankara,Yenimahalle,Merkez,5
17500,1+1,70,4.0,Ankara,Çubuk,Merkez,2
22500,1+1,40,25.5909592061742,Ankara,Çankaya,Çayyolu/Ümitköy,2
19500,2+1,95,6.810344827586207,Ankara,Gölbaşı,Merkez,3
10000,Stüdyo (1+0),26,25.5909592061742,Ankara,Çankaya,Cebeci,0
44000,4+1,200,25.5909592061742,Ankara,Çankaya,Merkez,5
38000,2+1,105,16.19831223628692,Ankara,Etimesgut,Eryaman,3
25000,1+1,60,25.5909592061742,Ankara,Çankaya,Çayyolu/Ümitköy,2
45000,4+1,185,25.5909592061742,Ankara,Çankaya,Merkez,5
30000,2+1,56,25.5909592061742,Ankara,Çankaya,Çayyolu/Ümitköy,3
14000,2+1,100,25.5909592061742,Ankara,Çankaya,Yıldız,3
20000,3+1,120,17.79381443298969,Ankara,Sincan,Merkez,4
21000,5+1,180,17.093406593406595,Ankara,Mamak,Boğaziçi,6
15500,2+1,80,20.123076923076923,Ankara,Yenimahalle,Merkez,3
14500,3+1,110,22.38064516129032,Ankara,Keçiören,Aktepe,4
24000,3+1,130,22.38064516129032,Ankara,Keçiören,Etlik / İncirli,4
23000,2+1,95,20.123076923076923,Ankara,Yenimahalle,Merkez,3
23000,2+1,95,20.123076923076923,Ankara,Yenimahalle,Merkez,3
20500,1+1,60,16.19831223628692,Ankara,Etimesgut,Eryaman,2
19000,2+1,96,17.093406593406595,Ankara,Mamak,Merkez,3
23500,3.5+1,214,17.79381443298969,Ankara,Sincan,Merkez,1
17500,1+1,52,16.19831223628692,Ankara,Etimesgut,Eryaman,2
20000,2+1,75,16.19831223628692,Ankara,Etimesgut,Eryaman,3
21000,3+1,120,17.093406593406595,Ankara,Mamak,Akdere,4
73000,6+1,363,6.810344827586207,Ankara,Gölbaşı,Merkez,7
85000,4+1,260,25.5909592061742,Ankara,Çankaya,Bilkent/Bilkentplaza/Beytepe,5
16000,2+1,115,22.38064516129032,Ankara,Keçiören,Etlik / İncirli,3
23000,1+1,57,16.19831223628692,Ankara,Etimesgut,Eryaman,2
28000,2+1,70,6.810344827586207,Ankara,Gölbaşı,Merkez,3
25000,1+1,60,6.810344827586207,Ankara,Gölbaşı,Merkez,2
23500,3+1,120,6.810344827586207,Ankara,Gölbaşı,Merkez,4
15000,3+1,110,17.79381443298969,Ankara,Sincan,Fatih,4
18000,3+1,110,23.48913043478261,Ankara,Altındağ,Merkez,4
32000,2+1,140,25.5909592061742,Ankara,Çankaya,Dikmen,3
15000,3+1,130,17.79381443298969,Ankara,Sincan,Merkez,4
15000,3+1,120,23.48913043478261,Ankara,Altındağ,Merkez,4
12000,2+1,110,17.093406593406595,Ankara,Mamak,Boğaziçi,3
15000,3+1,120,17.79381443298969,Ankara,Sincan,Merkez,4
25750,3+1,140,16.19831223628692,Ankara,Etimesgut,Çarşı,4
23000,3+1,130,22.38064516129032,Ankara,Keçiören,Ufuktepe,4
15000,3+1,125,4.0,Ankara,Çubuk,Merkez,4
23000,3.5+1,145,17.093406593406595,Ankara,Mamak,Boğaziçi,1
16500,1+1,60,6.810344827586207,Ankara,Gölbaşı,Merkez,2
27500,1+1,50,25.5909592061742,Ankara,Çankaya,Kırkkonaklar,2
23000,3+1,125,20.123076923076923,Ankara,Yenimahalle,Demetevler,4
17500,3+1,115,22.38064516129032,Ankara,Keçiören,Merkez,4
20250,3+1,135,20.123076923076923,Ankara,Yenimahalle,Merkez,4
13500,3+1,113,22.38064516129032,Ankara,Keçiören,Ufuktepe,4
45000,3.5+1,214,25.5909592061742,Ankara,Çankaya,Kavaklıdere,1
19000,3+1,130,22.38064516129032,Ankara,Keçiören,Aktepe,4
25750,1+1,65,25.5909592061742,Ankara,Çankaya,Yıldız,2
19000,3+1,120,22.38064516129032,Ankara,Keçiören,Aktepe,4
38000,3+1,185,20.123076923076923,Ankara,Yenimahalle,Batıkent,4
30000,1+1,75,6.810344827586207,Ankara,Gölbaşı,Merkez,2
23500,3+1,115,20.123076923076923,Ankara,Yenimahalle,Batıkent,4
16000,3+1,120,20.123076923076923,Ankara,Yenimahalle,Demetevler,4
22000,1+1,70,16.19831223628692,Ankara,Etimesgut,Merkez,2
20000,3+1,116,17.093406593406595,Ankara,Mamak,Gülveren,4
20000,Stüdyo (1+0),60,25.5909592061742,Ankara,Çankaya,Çayyolu/Ümitköy,0
37000,4+1,180,25.5909592061742,Ankara,Çankaya,Merkez,5
23000,3+1,123,17.79381443298969,Ankara,Sincan,Merkez,4
25000,2+1,92,16.19831223628692,Ankara,Etimesgut,Merkez,3
75000,3+1,250,25.5909592061742,Ankara,Çankaya,Ayrancı,4
23500,3+1,140,22.38064516129032,Ankara,Keçiören,Aktepe,4
27000,3+1,120,25.5909592061742,Ankara,Çankaya,Cebeci,4
60000,4+1,260,16.19831223628692,Ankara,Etimesgut,Çarşı,5
36000,3+1,145,16.19831223628692,Ankara,Etimesgut,Eryaman,4
16000,1+1,70,4.0,Ankara,Çubuk,Merkez,2
18000,3+1,137,16.19831223628692,Ankara,Etimesgut,Merkez,4
21500,1+1,50,25.5909592061742,Ankara,Çankaya,Çayyolu/Ümitköy,2
22500,4+1,200,20.123076923076923,Ankara,Yenimahalle,Merkez,5
23000,2+1,90,16.19831223628692,Ankara,Etimesgut,Eryaman,3
19000,2+1,115,17.79381443298969,Ankara,Sincan,Yenikent,3
20000,3+1,130,25.5909592061742,Ankara,Çankaya,Dikmen,4
20000,3+1,110,17.79381443298969,Ankara,Sincan,Merkez,4
20000,3+1,120,23.48913043478261,Ankara,Altındağ,Hasköy,4
17500,2+1,95,17.093406593406595,Ankara,Mamak,Demirlibahçe,3
15000,3+1,120,22.38064516129032,Ankara,Keçiören,Esertepe / Yayla,4
28000,3+1,130,20.123076923076923,Ankara,Yenimahalle,Demetevler,4
45000,4+1,192,20.123076923076923,Ankara,Yenimahalle,Batıkent,5
21500,1+1,60,16.19831223628692,Ankara,Etimesgut,Eryaman,2
25000,2+1,120,25.5909592061742,Ankara,Çankaya,Kavaklıdere,3
33000,1+1,75,20.123076923076923,Ankara,Yenimahalle,A.O.Çiftliği(Aoç),2
17750,2+1,150,22.38064516129032,Ankara,Keçiören,Esertepe / Yayla,3
35000,3+1,135,25.5909592061742,Ankara,Çankaya,Öveçler,4
16500,3+1,110,20.123076923076923,Ankara,Yenimahalle,Şentepe,4
35000,3+1,110,25.5909592061742,Ankara,Çankaya,Çayyolu/Ümitköy,4
20250,1+1,55,16.19831223628692,Ankara,Etimesgut,Eryaman,2
18000,3+1,120,17.79381443298969,Ankara,Sincan,Merkez,4
20000,3+1,125,16.19831223628692,Ankara,Etimesgut,Çarşı,4
23000,3+1,110,20.123076923076923,Ankara,Yenimahalle,Karşıyaka,4
23000,2+1,115,20.123076923076923,Ankara,Yenimahalle,A.O.Çiftliği(Aoç),3
23000,2+1,85,16.19831223628692,Ankara,Etimesgut,Eryaman,3
20000,3+1,145,22.38064516129032,Ankara,Keçiören,Esertepe / Yayla,4
22000,2.5+1,120,22.38064516129032,Ankara,Keçiören,Etlik / İncirli,1
17500,3.5+1,130,22.38064516129032,Ankara,Keçiören,Bağlum,1
42500,2+1,99,22.38064516129032,Ankara,Keçiören,Etlik / İncirli,3
13750,3+1,125,22.38064516129032,Ankara,Keçiören,Ufuktepe,4
18000,3+1,135,17.79381443298969,Ankara,Sincan,Yenikent,4
14500,2+1,95,17.79381443298969,Ankara,Sincan,Merkez,3
25000,1+1,60,20.123076923076923,Ankara,Yenimahalle,Batıkent,2
11500,2+1,75,17.79381443298969,Ankara,Sincan,Fatih,3
17500,2+1,115,21.593950504124656,Ankara,Kahramankazan,Kazan,3
18000,3+1,115,23.48913043478261,Ankara,Altındağ,Merkez,4
25000,1+1,90,17.093406593406595,Ankara,Mamak,Boğaziçi,2
36000,3+1,135,22.38064516129032,Ankara,Keçiören,Etlik / İncirli,4
46000,4+1,220,25.5909592061742,Ankara,Çankaya,Merkez,5
36000,2+1,105,25.5909592061742,Ankara,Çankaya,Çayyolu/Ümitköy,3
22000,2+1,80,6.810344827586207,Ankara,Gölbaşı,Merkez,3
22000,3+1,165,22.38064516129032,Ankara,Keçiören,Bağlum,4
8250,1+1,65,17.093406593406595,Ankara,Mamak,Merkez,2
16500,3+1,115,17.79381443298969,Ankara,Sincan,Fatih,4
28000,3+1,125,22.38064516129032,Ankara,Keçiören,Esertepe / Yayla,4
14000,2+1,90,17.093406593406595,Ankara,Mamak,Merkez,3
16500,3+1,130,22.38064516129032,Ankara,Keçiören,Bağlum,4
36000,2+1,105,6.810344827586207,Ankara,Gölbaşı,Merkez,3
14950,3+1,100,23.48913043478261,Ankara,Altındağ,Hasköy,4
38500,4+1,150,20.123076923076923,Ankara,Yenimahalle,Merkez,5
21000,3+1,120,22.38064516129032,Ankara,Keçiören,Şenlik/Güçlükaya,4
13000,3+1,110,17.093406593406595,Ankara,Mamak,Merkez,4
17000,3+1,120,23.48913043478261,Ankara,Altındağ,Merkez,4
16500,3+1,90,20.123076923076923,Ankara,Yenimahalle,Merkez,4
21000,3+1,135,16.19831223628692,Ankara,Etimesgut,Merkez,4
28000,1+1,60,6.810344827586207,Ankara,Gölbaşı,Merkez,2
16500,1+1,70,18.136363636363637,Ankara,Polatlı,Çarşı,2
43500,4+1,220,16.19831223628692,Ankara,Etimesgut,Merkez,5
18500,3+1,110,20.123076923076923,Ankara,Yenimahalle,Merkez,4
17000,2+1,90,22.38064516129032,Ankara,Keçiören,Etlik / İncirli,3
12900,3+1,100,22.38064516129032,Ankara,Keçiören,Sanatoryum,4
16000,2+1,94,16.19831223628692,Ankara,Etimesgut,Merkez,3
8500,2+1,75,23.48913043478261,Ankara,Altındağ,Merkez,3
38000,4+1,190,9.333333333333334,Ankara,Pursaklar,Merkez,5
30000,3+1,110,17.093406593406595,Ankara,Mamak,Abidinpaşa,4
20000,3+1,120,17.093406593406595,Ankara,Mamak,Boğaziçi,4
25550,3+1,120,17.093406593406595,Ankara,Mamak,Akdere,4
25000,3+1,130,25.5909592061742,Ankara,Çankaya,Öveçler,4
26000,3+1,155,9.333333333333334,Ankara,Pursaklar,Merkez,4
18000,3+1,130,22.38064516129032,Ankara,Keçiören,Bağlum,4
16000,3+1,105,17.79381443298969,Ankara,Sincan,Merkez,4
25000,3+1,115,25.5909592061742,Ankara,Çankaya,Dikmen,4
25000,2+1,90,20.123076923076923,Ankara,Yenimahalle,A.O.Çiftliği(Aoç),3
15000,2+1,100,22.38064516129032,Ankara,Keçiören,Merkez,3
15000,1+1,85,22.38064516129032,Ankara,Keçiören,Şenlik/Güçlükaya,2
28000,2+1,90,25.5909592061742,Ankara,Çankaya,Çayyolu/Ümitköy,3
33000,4.5+1,200,20.123076923076923,Ankara,Yenimahalle,Merkez,1
23000,2.5+1,110,25.5909592061742,Ankara,Çankaya,Ayrancı,1
34500,4+1,150,25.5909592061742,Ankara,Çankaya,Kırkkonaklar,5
14000,3+1,120,20.123076923076923,Ankara,Yenimahalle,Karşıyaka,4
95000,3+1,158,25.5909592061742,Ankara,Çankaya,Hürriyet,4
17500,3+1,130,20.123076923076923,Ankara,Yenimahalle,Demetevler,4
13500,1+1,55,17.79381443298969,Ankara,Sincan,Merkez,2
15000,3+1,160,17.79381443298969,Ankara,Sincan,Temelli,4
14000,3.5+1,135,17.093406593406595,Ankara,Mamak,Misket,1
19000,2+1,110,16.19831223628692,Ankara,Etimesgut,Çarşı,3
20000,3+1,125,16.19831223628692,Ankara,Etimesgut,Çarşı,4
25000,1+1,43,25.5909592061742,Ankara,Çankaya,Çayyolu/Ümitköy,2
15500,3+1,120,17.79381443298969,Ankara,Sincan,Merkez,4
33000,3+1,135,22.38064516129032,Ankara,Keçiören,Etlik / İncirli,4
25000,2+1,100,25.5909592061742,Ankara,Çankaya,Öveçler,3
20000,3+1,110,22.38064516129032,Ankara,Keçiören,Şenlik/Güçlükaya,4
20000,1+1,55,17.093406593406595,Ankara,Mamak,Akdere,2
53000,3+1,165,20.123076923076923,Ankara,Yenimahalle,Demetevler,4
24000,2+1,80,25.5909592061742,Ankara,Çankaya,Kızılay,3
15000,2+1,100,21.593950504124656,Ankara,Elmadağ,Merkez,3
19750,3+1,120,22.38064516129032,Ankara,Keçiören,Esertepe / Yayla,4
21000,1+1,70,25.5909592061742,Ankara,Çankaya,Cebeci,2
22500,3+1,116,22.38064516129032,Ankara,Keçiören,Aktepe,4
14000,3+1,149,17.79381443298969,Ankara,Sincan,Temelli,4
24000,3+1,160,23.48913043478261,Ankara,Altındağ,Ulubey,4
25000,3+1,150,17.093406593406595,Ankara,Mamak,Merkez,4
33000,1+1,50,25.5909592061742,Ankara,Çankaya,Çayyolu/Ümitköy,2
21000,1+1,55,16.19831223628692,Ankara,Etimesgut,Eryaman,2
16500,3+1,120,17.093406593406595,Ankara,Mamak,Misket,4
16000,2+1,85,17.093406593406595,Ankara,Mamak,Misket,3
26500,1+1,60,6.810344827586207,Ankara,Gölbaşı,Merkez,2
20500,3+1,130,20.123076923076923,Ankara,Yenimahalle,Demetevler,4
25750,2+1,110,17.79381443298969,Ankara,Sincan,Merkez,3
43500,2+1,130,25.5909592061742,Ankara,Çankaya,Çayyolu/Ümitköy,3
34000,3+1,130,25.5909592061742,Ankara,Çankaya,Bahçelievler,4
18000,3+1,160,17.093406593406595,Ankara,Mamak,Merkez,4
19000,1+1,55,25.5909592061742,Ankara,Çankaya,Zafertepe,2
20900,1+1,55,20.123076923076923,Ankara,Yenimahalle,İstasyon,2
16000,3+1,135,16.19831223628692,Ankara,Etimesgut,Merkez,4
10000,1+1,55,4.0,Ankara,Çubuk,Merkez,2
28000,3+1,105,16.19831223628692,Ankara,Etimesgut,Eryaman,4
33000,3+1,165,20.123076923076923,Ankara,Yenimahalle,Şentepe,4
22000,1+1,68,16.19831223628692,Ankara,Etimesgut,Çarşı,2
45000,1+1,45,25.5909592061742,Ankara,Çankaya,Tunalı Hilmi,2
70000,2+1,94,25.5909592061742,Ankara,Çankaya,Balgat,3
25000,3+1,155,20.123076923076923,Ankara,Yenimahalle,Batıkent,4
29000,3+1,125,25.5909592061742,Ankara,Çankaya,Balgat,4
23000,2+1,131,17.79381443298969,Ankara,Sincan,Fatih,3
9500,1+1,65,4.0,Ankara,Çubuk,Merkez,2
16500,3+1,120,17.79381443298969,Ankara,Sincan,Fatih,4
16000,3+1,145,23.48913043478261,Ankara,Altındağ,Merkez,4
24000,3+1,130,25.5909592061742,Ankara,Çankaya,Dikmen,4
40000,4+1,180,22.38064516129032,Ankara,Keçiören,Sanatoryum,5
20000,3+1,116,22.38064516129032,Ankara,Keçiören,Aktepe,4
25000,1+1,50,6.810344827586207,Ankara,Gölbaşı,Merkez,2
55000,3+1,180,25.5909592061742,Ankara,Çankaya,Çayyolu/Ümitköy,4
32000,3+1,110,16.19831223628692,Ankara,Etimesgut,Eryaman,4
16000,2+1,80,22.38064516129032,Ankara,Keçiören,Sanatoryum,3
39500,1+1,75,25.5909592061742,Ankara,Çankaya,Bahçelievler,2
38000,4+1,220,22.38064516129032,Ankara,Keçiören,Sanatoryum,5
20500,3+1,120,25.5909592061742,Ankara,Çankaya,Dikmen,4
50000,3+1,220,25.5909592061742,Ankara,Çankaya,Tunalı Hilmi,4
20000,4+1,145,17.093406593406595,Ankara,Mamak,Merkez,5
28000,3+1,115,17.093406593406595,Ankara,Mamak,Boğaziçi,4
25000,2+1,110,20.123076923076923,Ankara,Yenimahalle,Demetevler,3
20000,2+1,75,25.5909592061742,Ankara,Çankaya,Cebeci,3
40000,4+1,200,25.5909592061742,Ankara,Çankaya,Yıldız,5
21000,1+1,70,20.123076923076923,Ankara,Yenimahalle,Batıkent,2
28750,3+1,150,20.123076923076923,Ankara,Yenimahalle,Merkez,4
40000,1+1,55,16.19831223628692,Ankara,Etimesgut,Çarşı,2
26000,1+1,35,25.5909592061742,Ankara,Çankaya,Cebeci,2
45999,4+1,165,16.19831223628692,Ankara,Etimesgut,Çarşı,5
30000,1+1,85,22.38064516129032,Ankara,Keçiören,Ufuktepe,2
22500,3+1,145,18.136363636363637,Ankara,Polatlı,Çarşı,4
35000,3+1,135,25.5909592061742,Ankara,Çankaya,Ayrancı,4
40000,4+2,250,22.38064516129032,Ankara,Keçiören,Sanatoryum,6
23000,3+1,140,17.79381443298969,Ankara,Sincan,Temelli,4
15000,3+1,120,17.093406593406595,Ankara,Mamak,Boğaziçi,4
25500,2+1,110,18.136363636363637,Ankara,Polatlı,Çarşı,3
20000,3+1,145,21.593950504124656,Ankara,Kahramankazan,Kazan,4
15000,2+1,81,20.123076923076923,Ankara,Yenimahalle,Demetevler,3
30000,3+1,135,16.19831223628692,Ankara,Etimesgut,Çarşı,4
65000,4+1,220,25.5909592061742,Ankara,Çankaya,Çayyolu/Ümitköy,5
35000,3+1,125,25.5909592061742,Ankara,Çankaya,Çayyolu/Ümitköy,4
10000,3+1,145,2.0,Ankara,Şereflikoçhisar,Merkez,4
12000,3+1,145,2.0,Ankara,Şereflikoçhisar,Merkez,4
29000,1+1,50,25.5909592061742,Ankara,Çankaya,Dikmen,2
45000,2+1,90,25.5909592061742,Ankara,Çankaya,Dikmen,3
15450,1+1,50,6.810344827586207,Ankara,Gölbaşı,Merkez,2
25000,3+1,160,22.38064516129032,Ankara,Keçiören,Ufuktepe,4
15500,3+1,125,22.38064516129032,Ankara,Keçiören,Ufuktepe,4
32500,3+1,125,25.5909592061742,Ankara,Çankaya,Ayrancı,4
24200,3+1,125,25.5909592061742,Ankara,Çankaya,Merkez,4
26500,3+1,150,20.123076923076923,Ankara,Yenimahalle,Batıkent,4
13500,2+1,95,17.093406593406595,Ankara,Mamak,Boğaziçi,3
17800,2+1,85,22.38064516129032,Ankara,Keçiören,Aktepe,3
22500,3+1,150,17.093406593406595,Ankara,Mamak,Boğaziçi,4
