Price (TL),Room,Size (m²),Building Age,City,District,Neighborhood,Room_Numeric
16000,Stüdyo,30,6.0,Ankara,Etimesgut,Şehit Osman Avcı Mah.,1
15000,3+1,140,15.0,Ankara,Polatlı,Cumhuriyet Mah.,4
40000,3+1,125,31.0,Ankara,Çankaya,Çankaya Mah.,4
33000,1+1,80,2.0,Ankara,Çankaya,Güvenevler Mah.,2
24500,1+1,55,2.888888888888889,Ankara,Gölbaşı,Taşpınar Mah.,2
22000,Stüdyo,50,15.0,Ankara,Çankaya,Emek Mah.,1
24000,3+1,110,39.0,Ankara,Çankaya,Kavaklıdere Mah.,4
23000,3+1,115,45.0,Ankara,Çankaya,Çamlıtepe Mah.,4
27500,3+1,130,32.0,Ankara,Çankaya,Gaziosmanpaşa Mah.,4
28000,3+1,115,35.0,Ankara,Çankaya,Harbiye Mah.,4
20000,3+1,110,18.0,Ankara,Çankaya,Osman Temiz Mah.,4
32000,2+1,105,4.0,Ankara,Etimesgut,Eryaman Mah.,3
24999,1+1,86,3.0,Ankara,Yenimahalle,Yeni Batı Mah.,2
60000,4+1,179,14.0,Ankara,Çankaya,Birlik Mah.,5
29500,3+1,120,30.0,Ankara,Çankaya,Keklik Pınarı Mah.,4
20000,2+1,80,6.0,Ankara,Mamak,Diriliş Mah.,3
15500,2+1,90,10.0,Ankara,Mamak,Karaağaç Mah.,3
22000,1+1,50,2.888888888888889,Ankara,Gölbaşı,Taşpınar Mah.,2
34000,2+1,78,35.0,Ankara,Çankaya,Yukarı Bahçelievler Mah.,3
25500,3+1,135,27.0,Ankara,Yenimahalle,Ergazi Mah.,4
26000,1+1,60,3.0,Ankara,Çankaya,Güzeltepe Mah.,2
28000,3+1,150,17.0,Ankara,Çankaya,Mürsel Uluç Mah.,4
17000,3+1,95,30.0,Ankara,Mamak,Saimekadın Mah.,4
22000,3+1,130,11.0,Ankara,Yenimahalle,Yeşilevler Mah.,4
19000,3+1,117,20.0,Ankara,Keçiören,Basınevleri Mah.,4
35000,3+1,155,26.0,Ankara,Çankaya,Çayyolu Mah.,4
28000,3+1,135,24.0,Ankara,Yenimahalle,Kentkoop Mah.,4
24000,3+1,132,16.0,Ankara,Gölbaşı,Örencik Mah.,4
49000,3+1,170,20.0,Ankara,Çankaya,Çukurambar Mah.,4
18500,1+1,73,19.0,Ankara,Etimesgut,Göksu Mah.,2
14500,2+1,105,31.0,Ankara,Yenimahalle,25 Mart Mah.,3
25000,3+1,125,20.0,Ankara,Yenimahalle,Kardelen Mah.,4
17000,2+1,100,18.0,Ankara,Keçiören,Sancaktepe Mah.,3
27000,3+1,110,35.0,Ankara,Çankaya,Birlik Mah.,4
18500,2+1,93,38.0,Ankara,Altındağ,Aydınlıkevler Mah.,3
30000,1+1,65,31.0,Ankara,Çankaya,Balgat Mah.,2
25000,3+1,130,40.0,Ankara,Çankaya,İlkadım Mah.,4
18000,3+1,120,33.0,Ankara,Çankaya,Ertuğrulgazi Mah.,4
24500,2+1,100,40.0,Ankara,Yenimahalle,Gazi Mah.,3
20000,3+1,130,21.0,Ankara,Keçiören,Aşağı Eğlence Mah.,4
35000,3+1,150,35.0,Ankara,Çankaya,Anıttepe Mah.,4
18000,3+0,130,30.0,Ankara,Keçiören,Şenlik Mah.,3
20500,3+1,110,30.0,Ankara,Yenimahalle,Ergazi Mah.,4
22000,3+1,125,22.0,Ankara,Çankaya,Osman Temiz Mah.,4
13000,3+1,105,28.0,Ankara,Mamak,Şafaktepe Mah.,4
25000,2+1,100,25.0,Ankara,Mamak,Şafaktepe Mah.,3
16500,3+1,120,20.0,Ankara,Keçiören,19 Mayıs Mah.,4
30000,2+1,140,30.0,Ankara,Çankaya,Anıttepe Mah.,3
26000,1+1,55,5.0,Ankara,Çankaya,Yukarı Bahçelievler Mah.,2
15000,3+1,110,20.0,Ankara,Sincan,Ertuğrulgazi Mah.,4
30000,3+1,130,20.0,Ankara,Altındağ,Aydınlıkevler Mah.,4
34000,5+1,220,18.0,Ankara,Çankaya,Kırkkonaklar Mah.,6
40000,1+1,90,1.0,Ankara,Yenimahalle,Emniyet Mah.,2
20000,2+1,95,40.0,Ankara,Çankaya,Sağlık Mah.,3
24000,3+1,110,1.0,Ankara,Altındağ,Doğantepe Mah.,4
15000,Stüdyo,55,30.0,Ankara,Çankaya,Emek Mah.,1
20000,2+1,90,30.0,Ankara,Altındağ,Aydınlıkevler Mah.,3
30000,3+1,150,18.0,Ankara,Çankaya,Şehit Cengiz Karaca Mah.,4
45000,3+1,120,35.0,Ankara,Çankaya,Büyükesat Mah.,4
22000,3+1,120,27.0,Ankara,Keçiören,İncirli Mah.,4
25000,2+1,80,22.0,Ankara,Çankaya,Korkutreis Mah.,3
31000,2+1,95,12.0,Ankara,Yenimahalle,Ragıp Tüzün Mah.,3
18000,2+1,85,26.0,Ankara,Çankaya,İleri Mah.,3
30000,2+1,100,40.0,Ankara,Çankaya,Anıttepe Mah.,3
20000,3+1,110,35.0,Ankara,Çankaya,Cebeci Mah.,4
23000,2+1,95,23.0,Ankara,Çankaya,Naci Çakır Mah.,3
20000,2+1,70,35.0,Ankara,Yenimahalle,Varlık Mah.,3
20600,1+1,67,6.0,Ankara,Yenimahalle,Serhat Mah.,2
14000,3+1,95,30.0,Ankara,Mamak,Demirlibahçe Mah.,4
12500,3+1,105,30.0,Ankara,Keçiören,Tepebaşı Mah.,4
24000,3+1,110,40.0,Ankara,Keçiören,Aşağı Eğlence Mah.,4
15500,2+1,84,12.0,Ankara,Etimesgut,Atayurt Mah.,3
8000,1+1,65,20.0,Ankara,Mamak,Gülveren Mah.,2
47500,3+0,170,25.0,Ankara,Çankaya,Mutlukent Mah.,3
21000,3+1,125,35.0,Ankara,Altındağ,Hacettepe Mah.,4
24000,1+1,60,6.0,Ankara,Etimesgut,Şehit Osman Avcı Mah.,2
15500,3+1,125,18.0,Ankara,Sincan,Pınarbaşı Mah.,4
35000,3+1,165,33.0,Ankara,Keçiören,Aşağı Eğlence Mah.,4
17500,3+1,135,32.0,Ankara,Keçiören,Şenlik Mah.,4
34000,3+1,135,16.0,Ankara,Yenimahalle,Işınlar Mah.,4
22000,2+1,90,2.0,Ankara,Yenimahalle,Emniyet Mah.,3
30000,3+1,100,30.0,Ankara,Çankaya,Emek Mah.,4
30000,3+1,150,5.0,Ankara,Etimesgut,Güzelkent Mah.,4
37500,3+1,155,45.0,Ankara,Çankaya,Güvenevler Mah.,4
35000,3+1,150,32.0,Ankara,Çankaya,Oğuzlar Mah.,4
20000,2+1,80,25.0,Ankara,Mamak,Mehtap Mah.,3
60000,7+1,300,20.0,Ankara,Çankaya,Hilal Mah.,8
15000,3+1,120,20.0,Ankara,Keçiören,Güçlükaya Mah.,4
28500,3+1,110,43.0,Ankara,Çankaya,Güzeltepe Mah.,4
23000,2+1,100,45.0,Ankara,Çankaya,İşçi Blokları Mah.,3
42000,3+1,125,8.0,Ankara,Çankaya,Anıttepe Mah.,4
25000,3+1,130,25.0,Ankara,Çankaya,Osman Temiz Mah.,4
13000,2+1,105,6.0,Ankara,Sincan,Mareşal Çakmak Mah.,3
28000,3+1,130,12.0,Ankara,Etimesgut,Eryaman Mah.,4
31000,3+1,160,10.0,Ankara,Yenimahalle,Burç Mah.,4
36000,4+1,150,20.0,Ankara,Çankaya,Kırkkonaklar Mah.,5
10000,2+1,90,15.0,Ankara,Etimesgut,Piyade Mah.,3
15000,3+1,115,21.0,Ankara,Mamak,General Zeki Doğan Mah.,4
25000,1+1,45,9.333333333333334,Ankara,Pursaklar,Tevfik İleri Mah.,2
25000,3+1,95,2.375,Ankara,Gölbaşı,İncek Mah.,4
20000,3+2,210,15.0,Ankara,Sincan,Pınarbaşı Mah.,5
15000,2+1,105,16.0,Ankara,Etimesgut,Piyade Mah.,3
22000,3+1,140,15.0,Ankara,Yenimahalle,Ata Mah.,4
17500,3+1,95,42.0,Ankara,Altındağ,Aydınlıkevler Mah.,4
20000,3+1,125,20.0,Ankara,Keçiören,Aşağı Eğlence Mah.,4
28000,3+1,140,25.0,Ankara,Çankaya,Aşağı Öveçler Mah.,4
27000,2+1,90,30.0,Ankara,Mamak,Balkiraz Mah.,3
19000,3+1,120,23.0,Ankara,Keçiören,Aşağı Eğlence Mah.,4
27000,3+1,135,18.0,Ankara,Çankaya,Şehit Cengiz Karaca Mah.,4
62000,3+1,171,1.0,Ankara,Yenimahalle,Emniyet Mah.,4
25000,3+1,125,30.0,Ankara,Keçiören,Etlik Mah.,4
52000,4+1,240,5.0,Ankara,Çankaya,Alacaatlı Mah.,5
18000,3+1,110,30.0,Ankara,Mamak,Balkiraz Mah.,4
25900,1+1,55,5.0,Ankara,Yenimahalle,Ergazi Mah.,2
15250,3+1,140,15.0,Ankara,Mamak,Mutlu Mah.,4
27500,2+1,95,16.0,Ankara,Etimesgut,Eryaman Mah.,3
25000,3+1,120,25.0,Ankara,Yenimahalle,Ragıp Tüzün Mah.,4
54000,2+1,125,12.0,Ankara,Çankaya,Yıldızevler Mah.,3
55000,3+1,110,26.7,Ankara,Çankaya,Kazım Özalp Mah.,4
44000,2+1,105,10.0,Ankara,Çankaya,Beytepe Mah.,3
14500,Stüdyo,40,11.25,Ankara,Etimesgut,Bağlıca Mah.,1
17000,2+1,110,20.0,Ankara,Çankaya,Şehit Cengiz Karaca Mah.,3
14900,3+1,100,45.0,Ankara,Keçiören,Tepebaşı Mah.,4
11250,2+1,85,15.0,Ankara,Mamak,Zirvekent Mah.,3
16000,3+1,125,20.0,Ankara,Sincan,Ertuğrulgazi Mah.,4
35000,3+1,140,17.0,Ankara,Çankaya,Mustafa Kemal Mah.,4
12500,2+1,100,23.0,Ankara,Keçiören,23 Nisan Mah.,3
13500,3+1,120,26.0,Ankara,Sincan,Selçuklu Mah.,4
19500,3+1,145,15.0,Ankara,Keçiören,Yayla Mah.,4
15000,3+1,145,16.0,Ankara,Mamak,Kutlu Mah.,4
25000,2+1,105,25.0,Ankara,Keçiören,Aşağı Eğlence Mah.,3
16000,3+1,130,6.0,Ankara,Mamak,Akşemsettin Mah.,4
22000,3+1,110,15.0,Ankara,Çankaya,Göktürk Mah.,4
14000,3+1,150,5.0,Ankara,Altındağ,Başpınar Mah.,4
45000,3+1,130,22.666666666666668,Ankara,Çankaya,Anıttepe Mah.,4
20000,3+1,120,15.0,Ankara,Etimesgut,Topçu Mah.,4
15000,3+1,110,10.0,Ankara,Mamak,Cengizhan Mah.,4
31000,3+1,135,28.0,Ankara,Çankaya,Harbiye Mah.,4
40000,1+1,55,1.0,Ankara,Yenimahalle,İnönü Mah.,2
20000,3+1,125,15.0,Ankara,Etimesgut,Piyade Mah.,4
28000,3+1,160,18.0,Ankara,Çankaya,Birlik Mah.,4
15000,3+1,130,35.0,Ankara,Yenimahalle,Demetgül Mah.,4
16000,2+1,75,55.0,Ankara,Çankaya,Yıldızevler Mah.,3
35000,2+1,92,28.733333333333334,Ankara,Çankaya,Maltepe Mah.,3
19250,2+1,105,4.0,Ankara,Keçiören,Yükseltepe Mah.,3
35000,4+1,160,7.0,Ankara,Yenimahalle,Çarşı Mah.,5
16000,3+1,120,25.0,Ankara,Sincan,Selçuklu Mah.,4
29000,2+1,100,35.0,Ankara,Yenimahalle,Varlık Mah.,3
18000,3+1,110,30.0,Ankara,Çankaya,Ertuğrulgazi Mah.,4
23000,3+1,110,26.0,Ankara,Yenimahalle,Demetgül Mah.,4
35000,3+1,175,14.0,Ankara,Keçiören,Kavacık Subayevleri Mah.,4
19000,3+1,120,30.0,Ankara,Keçiören,Etlik Mah.,4
18000,3+1,140,25.0,Ankara,Altındağ,Aydınlıkevler Mah.,4
17000,3+1,120,22.0,Ankara,Etimesgut,Kazım Karabekir Mah.,4
22000,3+1,120,30.0,Ankara,Keçiören,Tepebaşı Mah.,4
27500,4+1,140,15.0,Ankara,Yenimahalle,Turgut Özal Mah.,5
25000,4+1,170,8.0,Ankara,Mamak,Durali Alıç Mah.,5
55000,3+1,170,11.0,Ankara,Çankaya,Aziziye Mah.,4
24000,3+1,125,30.0,Ankara,Keçiören,Emrah Mah.,4
14000,3+1,121,30.0,Ankara,Sincan,Gazi Osmanpaşa Mah.,4
22000,1+1,50,8.2,Ankara,Çankaya,Yukarı Dikmen Mah.,2
18000,1+1,50,28.0,Ankara,Etimesgut,Şeyh Şamil Mah.,2
15000,3+1,110,20.0,Ankara,Mamak,Abidinpaşa Mah.,4
56000,4+1,196,6.0,Ankara,Çankaya,İlkbahar Mah.,5
45500,4+0,200,10.0,Ankara,Etimesgut,Yeni Bağlıca Mah.,4
28000,3+1,125,35.0,Ankara,Çankaya,Çamlıtepe Mah.,4
16250,3+1,125,15.0,Ankara,Mamak,Mutlu Mah.,4
26000,3+1,125,20.0,Ankara,Yenimahalle,Ergazi Mah.,4
30000,1+1,64,8.0,Ankara,Çankaya,İşçi Blokları Mah.,2
20000,2+1,90,15.0,Ankara,Mamak,Hürel Mah.,3
19000,3+1,115,25.0,Ankara,Çankaya,Mürsel Uluç Mah.,4
27000,3+1,130,30.0,Ankara,Yenimahalle,Demetgül Mah.,4
20000,2+1,100,38.0,Ankara,Çankaya,Arka Topraklık Mah.,3
16500,3+1,100,12.0,Ankara,Etimesgut,Elvan Mah.,4
72000,4+1,189,19.0,Ankara,Çankaya,Prof. Dr. Ahmet Taner Kışlalı Mah.,5
26000,3+1,120,17.0,Ankara,Altındağ,Aydınlıkevler Mah.,4
32000,3+1,150,6.0,Ankara,Yenimahalle,Avcılar Mah.,4
28000,3+1,150,7.0,Ankara,Yenimahalle,Çiğdemtepe Mah.,4
25000,2+1,74,18.0,Ankara,Etimesgut,Tunahan Mah.,3
25000,2+1,50,2.888888888888889,Ankara,Gölbaşı,Taşpınar Mah.,3
18000,3+1,115,35.0,Ankara,Keçiören,Şenlik Mah.,4
28000,2+1,95,33.0,Ankara,Çankaya,Büyükesat Mah.,3
17500,3+1,125,18.0,Ankara,Etimesgut,Atakent Mah.,4
40000,3+1,145,15.0,Ankara,Çankaya,Çiğdem Mah.,4
14000,3+1,130,20.123076923076923,Ankara,Yenimahalle,Yakacık Mah.,4
25000,3+1,110,35.0,Ankara,Çankaya,Oran Mah.,4
43000,38+1,150,10.0,Ankara,Çankaya,Balgat Mah.,39
24000,3+1,100,28.0,Ankara,Etimesgut,Şeyh Şamil Mah.,4
22000,3+1,115,30.0,Ankara,Sincan,Fatih Mah.,4
45000,4+1,180,25.0,Ankara,Çankaya,Üniversiteler Mah.,5
30000,3+1,130,25.0,Ankara,Çankaya,İşçi Blokları Mah.,4
25000,3+1,160,19.0,Ankara,Etimesgut,Şeyh Şamil Mah.,4
13500,3+1,158,28.0,Ankara,Polatlı,Şehitlik Mah.,4
41000,3+1,110,25.0,Ankara,Çankaya,Koru Mah.,4
25500,3+1,125,20.0,Ankara,Etimesgut,Şeyh Şamil Mah.,4
17500,3+1,125,5.0,Ankara,Altındağ,Karapürçek Mah.,4
21000,3+1,120,11.0,Ankara,Gölbaşı,Seğmenler Mah.,4
28000,2+1,90,50.0,Ankara,Çankaya,Yukarı Bahçelievler Mah.,3
20000,3+1,135,15.0,Ankara,Etimesgut,Topçu Mah.,4
16000,3+1,110,35.0,Ankara,Sincan,Ulubatlı Hasan Mah.,4
36000,3+1,160,25.0,Ankara,Etimesgut,Fatih Sultan Mah.,4
36000,3+1,130,37.0,Ankara,Çankaya,Güvenevler Mah.,4
22500,3+1,135,21.0,Ankara,Çankaya,Aydınlar Mah.,4
22000,4+1,180,10.0,Ankara,Polatlı,Şehitlik Mah.,5
15000,3+1,105,35.0,Ankara,Mamak,Abidinpaşa Mah.,4
14500,3+1,130,15.0,Ankara,Polatlı,Gazi Mah.,4
26000,4+1,160,26.0,Ankara,Çankaya,Kırkkonaklar Mah.,5
14500,2+1,90,10.0,Ankara,Etimesgut,Atayurt Mah.,3
20000,2+1,95,40.0,Ankara,Çankaya,Bayraktar Mah.,3
26000,3+1,130,45.0,Ankara,Çankaya,Anıttepe Mah.,4
16500,3+1,110,13.0,Ankara,Keçiören,Uyanış Mah.,4
21000,4+1,170,30.0,Ankara,Keçiören,Etlik Mah.,5
20000,3+1,120,30.0,Ankara,Çankaya,Metin Oktay Mah.,4
28000,3+1,145,20.0,Ankara,Çankaya,Ata Mah.,4
32000,3+1,120,25.0,Ankara,Çankaya,Balgat Mah.,4
30000,1+1,60,32.791666666666664,Ankara,Çankaya,Yukarı Bahçelievler Mah.,2
20000,3+1,120,35.0,Ankara,Çankaya,Sokullu Mehmet Paşa Mah.,4
10000,2+1,80,30.0,Ankara,Altındağ,Örnek Mah.,3
13000,2+1,70,30.0,Ankara,Sincan,Fatih Mah.,3
17250,3+1,115,18.0,Ankara,Etimesgut,Atakent Mah.,4
24000,2+1,85,2.375,Ankara,Gölbaşı,İncek Mah.,3
17500,3+1,118,30.0,Ankara,Sincan,Akşemsettin Mah.,4
27500,3+1,160,25.0,Ankara,Yenimahalle,Kentkoop Mah.,4
13250,1+1,55,2.0,Ankara,Çubuk,Esenboğa Merkez Mah.,2
28000,2+1,60,26.2,Ankara,Yenimahalle,Gazi Mah.,3
42000,2+1,100,5.0,Ankara,Çankaya,Yukarı Bahçelievler Mah.,3
21000,3+1,100,35.0,Ankara,Çankaya,Harbiye Mah.,4
30000,3+1,130,13.0,Ankara,Çankaya,Keklik Pınarı Mah.,4
25000,3+1,120,15.0,Ankara,Çankaya,Öveçler Mah.,4
17250,3+1,120,28.0,Ankara,Keçiören,Güçlükaya Mah.,4
18500,2+1,100,15.0,Ankara,Çankaya,Kırkkonaklar Mah.,3
18000,2+1,100,60.0,Ankara,Çankaya,Kavaklıdere Mah.,3
28000,1+1,80,25.0,Ankara,Çankaya,Beytepe Mah.,2
36500,3+1,130,50.0,Ankara,Çankaya,Güvenevler Mah.,4
35000,2+1,90,32.791666666666664,Ankara,Çankaya,Yukarı Bahçelievler Mah.,3
27000,3+1,130,22.0,Ankara,Yenimahalle,Demetlale Mah.,4
20000,3+1,120,20.0,Ankara,Keçiören,Aşağı Eğlence Mah.,4
25000,3+1,120,20.0,Ankara,Yenimahalle,Demetevler Mah.,4
24000,1+1,69,5.0,Ankara,Gölbaşı,Kızılcaşar Mah.,2
55000,2+1,170,29.0,Ankara,Çankaya,100. Yıl Mah.,3
30000,1+1,100,1.0,Ankara,Gölbaşı,İncek Mah.,2
25250,1+1,70,70.0,Ankara,Etimesgut,Şehit Osman Avcı Mah.,2
30000,2+1,90,40.0,Ankara,Çankaya,100. Yıl Mah.,3
21000,3+1,125,15.0,Ankara,Keçiören,İncirli Mah.,4
15000,2+1,120,45.0,Ankara,Mamak,Demirlibahçe Mah.,3
32000,1+1,65,36.13333333333333,Ankara,Çankaya,Çankaya Mah.,2
24000,2+1,150,50.0,Ankara,Çankaya,Esatoğlu Mah.,3
21000,3+1,112,15.0,Ankara,Gölbaşı,Eymir Mah.,4
23000,3+1,120,25.0,Ankara,Yenimahalle,Kentkoop Mah.,4
20000,3+1,140,5.0,Ankara,Polatlı,Şehitlik Mah.,4
18000,3+1,140,32.0,Ankara,Keçiören,Yakacık Mah.,4
27500,3+1,105,40.0,Ankara,Yenimahalle,Emniyet Mah.,4
21000,3+1,120,15.0,Ankara,Keçiören,İncirli Mah.,4
26000,3+1,135,25.0,Ankara,Çankaya,Ata Mah.,4
20000,3+1,120,30.0,Ankara,Çankaya,Fakülteler Mah.,4
15000,3+1,115,30.0,Ankara,Keçiören,Yakacık Mah.,4
22500,1+1,60,6.0,Ankara,Çankaya,Kırkkonaklar Mah.,2
21000,3+1,105,25.0,Ankara,Çankaya,Osman Temiz Mah.,4
18000,3+1,120,40.0,Ankara,Keçiören,Yakacık Mah.,4
29500,3+1,120,20.0,Ankara,Altındağ,Aydınlıkevler Mah.,4
39000,3+1,115,38.0,Ankara,Çankaya,Mebusevleri Mah.,4
20000,3+1,109,35.0,Ankara,Çankaya,Oğuzlar Mah.,4
36000,2+1,75,31.772727272727273,Ankara,Çankaya,Emek Mah.,3
22500,1+1,75,25.0,Ankara,Etimesgut,Tunahan Mah.,2
17000,2+1,110,11.0,Ankara,Keçiören,Esertepe Mah.,3
15500,4+1,165,26.0,Ankara,Sincan,Mareşal Çakmak Mah.,5
27000,3+1,130,18.0,Ankara,Çankaya,Aşağı Öveçler Mah.,4
18000,2+1,100,30.0,Ankara,Keçiören,Pınarbaşı Mah.,3
16000,3+1,115,19.0,Ankara,Mamak,General Zeki Doğan Mah.,4
26000,2+1,95,2.375,Ankara,Gölbaşı,İncek Mah.,3
27000,3+1,135,25.0,Ankara,Çankaya,Osman Temiz Mah.,4
21000,3+1,155,15.0,Ankara,Sincan,Pınarbaşı Mah.,4
25000,3+1,150,14.0,Ankara,Etimesgut,Süvari Mah.,4
35000,4+1,220,4.0,Ankara,Keçiören,Yükseltepe Mah.,5
36000,4+1,170,18.0,Ankara,Çankaya,Ata Mah.,5
15000,3+1,120,18.0,Ankara,Keçiören,Etlik Mah.,4
27000,3+1,120,12.0,Ankara,Etimesgut,Eryaman Mah.,4
16000,3+1,110,19.0,Ankara,Etimesgut,Elvan Mah.,4
36000,5+1,300,20.0,Ankara,Çankaya,Bağcılar Mah.,6
32500,1+1,109,35.0,Ankara,Altındağ,Aydınlıkevler Mah.,2
40000,2+1,70,26.7,Ankara,Çankaya,Kazım Özalp Mah.,3
50000,2+1,75,26.7,Ankara,Çankaya,Kazım Özalp Mah.,3
12000,2+1,105,35.0,Ankara,Yenimahalle,Karşıyaka Mah.,3
26000,3+1,115,35.0,Ankara,Çankaya,Kültür Mah.,4
26500,1+1,55,6.0,Ankara,Yenimahalle,Ergazi Mah.,2
52500,4+1,185,4.0,Ankara,Gölbaşı,Taşpınar Mah.,5
43000,4+1,160,30.0,Ankara,Çankaya,Barbaros Mah.,5
23000,2+1,100,30.0,Ankara,Mamak,Balkiraz Mah.,3
18500,3+1,110,30.0,Ankara,Çankaya,Metin Oktay Mah.,4
37000,3+1,105,40.0,Ankara,Çankaya,Gaziosmanpaşa Mah.,4
14000,2+1,85,28.0,Ankara,Mamak,Tuzluçayır Mah.,3
39000,3+1,125,25.0,Ankara,Çankaya,Yıldızevler Mah.,4
18000,3+1,120,10.0,Ankara,Keçiören,Esertepe Mah.,4
21000,2+1,100,20.0,Ankara,Etimesgut,Şeyh Şamil Mah.,3
36500,4+1,135,40.0,Ankara,Çankaya,Güvenevler Mah.,5
28000,3+1,150,8.0,Ankara,Mamak,Ege Mah.,4
12000,2+1,125,20.0,Ankara,Mamak,General Zeki Doğan Mah.,3
45000,3+1,120,31.625,Ankara,Çankaya,Mebusevleri Mah.,4
40000,2+1,82,1.0,Ankara,Yenimahalle,İnönü Mah.,3
17500,3+1,115,20.0,Ankara,Etimesgut,Süvari Mah.,4
14000,3+1,130,35.0,Ankara,Keçiören,Ayvalı Mah.,4
25000,3+1,125,25.0,Ankara,Çankaya,Şehit Cengiz Karaca Mah.,4
18000,3+1,115,15.0,Ankara,Altındağ,Gültepe Mah.,4
18250,3+1,130,16.0,Ankara,Keçiören,İncirli Mah.,4
51000,2+1,95,2.0,Ankara,Çankaya,Anıttepe Mah.,3
25000,3+1,120,25.0,Ankara,Yenimahalle,Demetevler Mah.,4
35000,3+1,125,45.0,Ankara,Çankaya,Remzi Oğuz Arık Mah.,4
20500,2+1,65,16.0,Ankara,Gölbaşı,Örencik Mah.,3
22000,3+1,122,12.0,Ankara,Mamak,Ege Mah.,4
16500,3+1,105,30.0,Ankara,Altındağ,Aydınlıkevler Mah.,4
32000,4+1,180,2.0,Ankara,Yenimahalle,Karşıyaka Mah.,5
15500,3+1,110,30.0,Ankara,Çankaya,Ertuğrulgazi Mah.,4
18500,3+1,110,25.0,Ankara,Yenimahalle,Demetgül Mah.,4
13500,2+1,80,20.0,Ankara,Etimesgut,Kazım Karabekir Mah.,3
23500,3+1,120,25.0,Ankara,Yenimahalle,Ergazi Mah.,4
28000,2+1,80,15.0,Ankara,Çankaya,Seyranbağları Mah.,3
22500,3+1,100,35.0,Ankara,Çankaya,Nasuh Akar Mah.,4
27500,1+1,75,12.0,Ankara,Çankaya,İlkbahar Mah.,2
24000,3+1,120,29.0,Ankara,Yenimahalle,Ergazi Mah.,4
21000,3+1,125,22.0,Ankara,Çankaya,Mürsel Uluç Mah.,4
36000,3+1,160,15.0,Ankara,Çankaya,Birlik Mah.,4
18000,3+1,115,20.0,Ankara,Etimesgut,Oğuzlar Mah.,4
15000,2+1,88,40.0,Ankara,Çankaya,Ertuğrulgazi Mah.,3
14000,3+1,115,25.0,Ankara,Mamak,Mehtap Mah.,4
17000,3+1,130,29.0,Ankara,Keçiören,Şenlik Mah.,4
20000,3+1,115,45.0,Ankara,Çankaya,Topraklık Mah.,4
20000,3+1,135,18.0,Ankara,Etimesgut,Elvan Mah.,4
40000,1+1,100,6.0,Ankara,Çankaya,İşçi Blokları Mah.,2
15500,3+1,110,35.0,Ankara,Altındağ,Zübeyde Hanım Mah.,4
18000,3+1,120,23.0,Ankara,Sincan,Selçuklu Mah.,4
29000,3+1,125,24.0,Ankara,Çankaya,Çukurambar Mah.,4
29000,3+1,110,35.0,Ankara,Çankaya,Emek Mah.,4
37000,3+1,110,25.0,Ankara,Çankaya,Koru Mah.,4
25000,3+1,130,30.0,Ankara,Yenimahalle,Kentkoop Mah.,4
15500,1+1,44,3.0,Ankara,Gölbaşı,İncek Mah.,2
20000,2+1,78,32.093023255813954,Ankara,Altındağ,Aydınlıkevler Mah.,3
27000,3+1,135,25.0,Ankara,Çankaya,Erzurum Mah.,4
17500,3+1,120,16.0,Ankara,Etimesgut,Topçu Mah.,4
17000,3+1,110,40.0,Ankara,Altındağ,Aydınlıkevler Mah.,4
16000,3+1,135,15.0,Ankara,Keçiören,Uyanış Mah.,4
16000,3+1,120,16.0,Ankara,Altındağ,Gültepe Mah.,4
20000,3+1,110,42.0,Ankara,Çankaya,İleri Mah.,4
7000,Stüdyo,50,38.0,Ankara,Çankaya,Göktürk Mah.,1
21000,3+1,125,20.0,Ankara,Mamak,Demirlibahçe Mah.,4
24000,1+1,80,4.0,Ankara,Çankaya,Birlik Mah.,2
18500,2+1,100,45.0,Ankara,Çankaya,Cebeci Mah.,3
19000,3+1,110,29.0,Ankara,Çankaya,İlkadım Mah.,4
20000,3+1,130,20.0,Ankara,Keçiören,Basınevleri Mah.,4
15500,2+1,95,15.0,Ankara,Etimesgut,Süvari Mah.,3
25250,3+1,118,11.0,Ankara,Çankaya,Kırkkonaklar Mah.,4
14000,3+1,120,36.0,Ankara,Keçiören,Şenlik Mah.,4
22000,2+1,75,22.0,Ankara,Yenimahalle,Varlık Mah.,3
14000,2+1,80,15.0,Ankara,Etimesgut,Süvari Mah.,3
26000,3+1,115,22.0,Ankara,Etimesgut,Göksu Mah.,4
20000,3+1,100,25.0,Ankara,Etimesgut,Şeyh Şamil Mah.,4
30000,2+1,95,25.0,Ankara,Çankaya,Bayraktar Mah.,3
20000,3+1,120,25.0,Ankara,Keçiören,İncirli Mah.,4
20000,3+1,120,14.0,Ankara,Mamak,Durali Alıç Mah.,4
18000,3+1,130,12.0,Ankara,Mamak,Yeşilbayır Mah.,4
36000,3+1,120,35.0,Ankara,Çankaya,Emek Mah.,4
20000,3+1,130,30.0,Ankara,Mamak,Aşık Veysel Mah.,4
26000,3+1,105,35.0,Ankara,Çankaya,Kavaklıdere Mah.,4
21500,1+1,45,1.0,Ankara,Çankaya,Konutkent Mah.,2
24500,2+1,100,12.0,Ankara,Etimesgut,Alsancak Mah.,3
22000,3+1,130,15.0,Ankara,Etimesgut,Turkuaz Mah.,4
15500,3+1,115,30.0,Ankara,Keçiören,Şefkat Mah.,4
22000,3+1,145,11.0,Ankara,Yenimahalle,Burç Mah.,4
