Price (TL),Room,Size (m²),Building Age,IL,ILCE,Neighborhood
15500,2+1,90,35.0,Ankara,Keçiören,Kavacık Subayevleri Mah.
35000,2+1,90,55.0,Ankara,Çankaya,Çankaya Mah.
25000,3+1,120,35.0,Ankara,Altındağ,Aydınlıkevler Mah.
35000,2+1,95,,Ankara,Çankaya,Emek Mah.
28500,2+1,70,8.0,Ankara,Çankaya,Maltepe Mah.
30000,3+1,110,35.0,Ankara,Çankaya,Mebusevleri Mah.
23500,2+1,69,20.0,Ankara,Etimesgut,Göksu Mah.
27000,2+1,85,35.0,Ankara,Çankaya,Emek Mah.
25000,3+1,125,36.0,Ankara,Çankaya,Barbaros Mah.
15000,3+1,120,15.0,Ankara,Mamak,Misket Mah.
18000,3+1,180,4.0,Ankara,Sincan,Alcı Mah.
18000,1+1,90,38.0,Ankara,Çankaya,Emek Mah.
35000,3+1,140,12.0,Ankara,Etimesgut,Yeni Bağlıca Mah.
20750,3+1,140,13.0,Ankara,Mamak,Altınevler Mah.
22000,3+1,115,25.0,Ankara,Çankaya,Çamlıtepe Mah.
29000,3+1,145,15.0,Ankara,Çankaya,Ata Mah.
23000,2+1,90,60.0,Ankara,Çankaya,Yukarı Bahçelievler Mah.
35000,3+1,150,,Ankara,Gölbaşı,Seğmenler Mah.
1700,1+1,65,1.0,Ankara,Çankaya,Çamlıtepe Mah.
20000,2+1,100,60.0,Ankara,Altındağ,Aydınlıkevler Mah.
25000,2+1,85,40.0,Ankara,Çankaya,Anıttepe Mah.
30000,3+1,120,20.0,Ankara,Etimesgut,Eryaman Mah.
28000,3+1,155,21.0,Ankara,Çankaya,Birlik Mah.
15000,3+1,110,35.0,Ankara,Çankaya,Metin Oktay Mah.
30000,3+1,150,19.0,Ankara,Çankaya,Birlik Mah.
30000,1+1,80,,Ankara,Gölbaşı,İncek Mah.
18000,3+1,130,10.0,Ankara,Sincan,Malazgirt Mah.
25000,3+1,110,25.0,Ankara,Yenimahalle,Turgut Özal Mah.
22000,3+1,130,15.0,Ankara,Keçiören,Esertepe Mah.
24000,2+1,110,16.0,Ankara,Keçiören,İncirli Mah.
30000,3+1,145,25.0,Ankara,Çankaya,Harbiye Mah.
28000,3+1,180,12.0,Ankara,Yenimahalle,Pamuklar Mah.
46000,4+1,200,33.0,Ankara,Çankaya,Kazım Özalp Mah.
20000,2+1,100,18.0,Ankara,Mamak,General Zeki Doğan Mah.
20000,3+1,190,,Ankara,Mamak,General Zeki Doğan Mah.
20000,4+1,180,18.0,Ankara,Keçiören,Etlik Mah.
25000,1+1,60,,Ankara,Gölbaşı,Taşpınar Mah.
9500,3+1,110,30.0,Ankara,Polatlı,Cumhuriyet Mah.
68500,3+1,160,5.0,Ankara,Çankaya,Çukurambar Mah.
15000,3+1,120,8.0,Ankara,Sincan,Tandoğan Mah.
16000,3+1,135,35.0,Ankara,Keçiören,Etlik Mah.
16000,3+1,110,30.0,Ankara,Sincan,Gazi Osmanpaşa Mah.
16000,3+1,110,35.0,Ankara,Yenimahalle,Kayalar Mah.
15000,3+1,105,25.0,Ankara,Çankaya,Seyranbağları Mah.
21000,2+1,80,24.0,Ankara,Mamak,Abidinpaşa Mah.
29000,3+1,125,30.0,Ankara,Çankaya,Kavaklıdere Mah.
10000,3+1,150,25.0,Ankara,Polatlı,Şentepe Mah.
19000,2+1,90,30.0,Ankara,Çankaya,Umut Mah.
18000,2+1,90,25.0,Ankara,Yenimahalle,Esentepe Mah.
18000,3+1,115,35.0,Ankara,Keçiören,Şenlik Mah.
40000,1+1,82,,Ankara,Yenimahalle,Emniyet Mah.
50000,3+1,180,25.0,Ankara,Çankaya,Bahçelievler Mah.
25000,2+0,110,30.0,Ankara,Etimesgut,Atakent Mah.
20000,2+1,110,25.0,Ankara,Keçiören,Tepebaşı Mah.
21000,3+1,130,25.0,Ankara,Keçiören,Ayvalı Mah.
45000,1+1,60,,Ankara,Çankaya,Yukarı Bahçelievler Mah.
20500,3+1,110,25.0,Ankara,Altındağ,Aydınlıkevler Mah.
31000,3+1,140,35.0,Ankara,Çankaya,Bahçelievler Mah.
22000,3+1,110,25.0,Ankara,Çankaya,Murat Mah.
20000,2+1,100,35.0,Ankara,Çankaya,İleri Mah.
19000,3+1,130,15.0,Ankara,Keçiören,Bademlik Mah.
25000,3+1,110,35.0,Ankara,Çankaya,Oğuzlar Mah.
18000,1+1,50,5.0,Ankara,Çankaya,Yaşamkent Mah.
25000,3+1,100,3.0,Ankara,Mamak,Demirlibahçe Mah.
22500,1+1,48,,Ankara,Çankaya,Anıttepe Mah.
15500,3+1,110,15.0,Ankara,Etimesgut,30 Ağustos Mah.
20000,3+1,125,36.0,Ankara,Çankaya,Tınaztepe Mah.
22500,Stüdyo,35,2.0,Ankara,Çankaya,Kızılay Mah.
17000,2+1,90,30.0,Ankara,Mamak,Balkiraz Mah.
54000,4+1,190,18.0,Ankara,Çankaya,Çankaya Mah.
15000,2+1,95,30.0,Ankara,Mamak,Balkiraz Mah.
20000,3+1,120,20.0,Ankara,Etimesgut,Oğuzlar Mah.
30000,3+1,150,35.0,Ankara,Çankaya,Kazım Özalp Mah.
21000,2+1,90,17.0,Ankara,Yenimahalle,Varlık Mah.
17500,1+1,75,45.0,Ankara,Çankaya,Fakülteler Mah.
12000,2+1,85,11.0,Ankara,Etimesgut,Yapracık Mah.
14000,2+1,85,25.0,Ankara,Mamak,Tuzluçayır Mah.
36000,2+1,90,14.0,Ankara,Çankaya,Bahçelievler Mah.
13500,3+1,110,25.0,Ankara,Mamak,Aşık Veysel Mah.
20000,3+1,120,16.0,Ankara,Keçiören,Tepebaşı Mah.
22750,1+3,120,27.0,Ankara,Altındağ,Zübeyde Hanım Mah.
35000,3+1,120,28.0,Ankara,Çankaya,Yukarı Bahçelievler Mah.
35000,3+1,125,28.0,Ankara,Çankaya,Tınaztepe Mah.
31000,2+1,90,40.0,Ankara,Çankaya,100. Yıl Mah.
31000,3+1,130,28.0,Ankara,Yenimahalle,Beştepe Mah.
23000,1+1,65,4.0,Ankara,Çankaya,Çayyolu Mah.
25000,3+1,135,50.0,Ankara,Yenimahalle,Demetevler Mah.
15000,3+1,125,35.0,Ankara,Yenimahalle,Demetlale Mah.
30000,3+1,135,22.0,Ankara,Çankaya,Cevizlidere Mah.
16500,3+1,120,30.0,Ankara,Keçiören,Aşağı Eğlence Mah.
22500,3+1,120,16.0,Ankara,Etimesgut,30 Ağustos Mah.
23000,3+1,100,45.0,Ankara,Çankaya,Tınaztepe Mah.
13999,3+1,120,46.0,Ankara,Keçiören,Kamil Ocak Mah.
17500,3+1,125,14.0,Ankara,Keçiören,Basınevleri Mah.
17500,2+1,95,30.0,Ankara,Keçiören,Tepebaşı Mah.
27500,2+1,90,35.0,Ankara,Çankaya,Kızılay Mah.
17000,3+1,115,26.0,Ankara,Yenimahalle,Demetgül Mah.
31000,3+1,130,50.0,Ankara,Çankaya,Barbaros Mah.
20000,3+1,120,15.0,Ankara,Keçiören,Yayla Mah.
37000,3+1,160,20.0,Ankara,Çankaya,Sancak Mah.
30000,3+1,115,40.0,Ankara,Çankaya,Maltepe Mah.
25000,3+1,125,25.0,Ankara,Çankaya,Huzur Mah.
85000,3+1,135,10.0,Ankara,Çankaya,Büyükesat Mah.
35000,2+1,75,,Ankara,Yenimahalle,Varlık Mah.
26000,2+1,100,1.0,Ankara,Çankaya,Osman Temiz Mah.
13750,3+1,120,20.0,Ankara,Sincan,Mareşal Çakmak Mah.
33000,2+1,89,39.0,Ankara,Çankaya,İşçi Blokları Mah.
12000,2+1,85,28.0,Ankara,Sincan,Fatih Mah.
25000,3+1,110,45.0,Ankara,Çankaya,Çiğdem Mah.
28000,3+1,145,25.0,Ankara,Yenimahalle,Tepealtı Mah.
22500,2+1,80,35.0,Ankara,Yenimahalle,Beştepe Mah.
30000,3+1,130,35.0,Ankara,Çankaya,Anıttepe Mah.
26000,4+1,145,23.0,Ankara,Çankaya,Kırkkonaklar Mah.
30000,4+1,135,35.0,Ankara,Çankaya,Sağlık Mah.
23000,3+1,130,20.0,Ankara,Çankaya,Bademlidere Mah.
35000,2+1,80,40.0,Ankara,Çankaya,Emek Mah.
42000,2+1,120,,Ankara,Gölbaşı,Kızılcaşar Mah.
23000,3+1,110,35.0,Ankara,Çankaya,Murat Mah.
10000,Stüdyo,20,25.0,Ankara,Çankaya,Osman Temiz Mah.
15500,1+1,50,,Ankara,Mamak,Hürel Mah.
25000,2+1,80,,Ankara,Gölbaşı,İncek Mah.
35000,5+1,220,25.0,Ankara,Çankaya,Ata Mah.
32000,3+1,115,30.0,Ankara,Çankaya,Bahçelievler Mah.
47500,4+1,210,,Ankara,Keçiören,Ovacık Mah.
25000,3+1,145,45.0,Ankara,Çankaya,Meşrutiyet Mah.
22000,3+1,135,5.0,Ankara,Mamak,Cengizhan Mah.
25000,3+1,200,,Ankara,Mamak,General Zeki Doğan Mah.
29000,3+1,130,25.0,Ankara,Çankaya,Büyükesat Mah.
28000,3+1,120,46.0,Ankara,Keçiören,Aşağı Eğlence Mah.
68500,3+1,160,5.0,Ankara,Çankaya,Söğütözü Mah.
18000,3+1,130,35.0,Ankara,Yenimahalle,Ergenekon Mah.
18000,3+1,125,10.0,Ankara,Yenimahalle,Demetgül Mah.
31000,1+1,55,,Ankara,Yenimahalle,Gazi Mah.
26000,1+1,70,10.0,Ankara,Etimesgut,Şehit Osman Avcı Mah.
32000,5+1,300,25.0,Ankara,Keçiören,Güçlükaya Mah.
32000,1+1,100,30.0,Ankara,Çankaya,Koru Mah.
13000,2+1,125,5.0,Ankara,Keçiören,Etlik Mah.
14000,1+1,80,40.0,Ankara,Yenimahalle,Varlık Mah.
19000,3+1,130,35.0,Ankara,Keçiören,Etlik Mah.
36000,3+1,90,40.0,Ankara,Çankaya,Emek Mah.
17500,3+1,110,35.0,Ankara,Keçiören,Kavacık Subayevleri Mah.
27500,3+1,100,45.0,Ankara,Çankaya,Anıttepe Mah.
25000,3+1,135,16.0,Ankara,Gölbaşı,Karşıyaka Mah.
35000,1+1,42,8.0,Ankara,Çankaya,Aziziye Mah.
30000,3+1,125,35.0,Ankara,Çankaya,Maltepe Mah.
15000,3+1,110,40.0,Ankara,Yenimahalle,Yunus Emre Mah.
15500,2+1,90,50.0,Ankara,Altındağ,Aydınlıkevler Mah.
38000,1+1,86,,Ankara,Yenimahalle,Emniyet Mah.
20000,3+1,125,25.0,Ankara,Keçiören,Esertepe Mah.
32000,3+1,130,45.0,Ankara,Çankaya,Bahçelievler Mah.
40000,1+1,80,3.0,Ankara,Çankaya,Yukarı Dikmen Mah.
20000,3+1,110,25.0,Ankara,Keçiören,Tepebaşı Mah.
16000,1+1,55,22.0,Ankara,Etimesgut,Tunahan Mah.
22000,3+1,145,20.0,Ankara,Etimesgut,Güzelkent Mah.
30000,2+1,110,,Ankara,Gölbaşı,Taşpınar Mah.
16000,3+1,100,50.0,Ankara,Mamak,Demirlibahçe Mah.
25000,2+1,94,13.0,Ankara,Etimesgut,Atayurt Mah.
43000,4+0,200,10.0,Ankara,Yenimahalle,Varlık Mah.
17999,1+1,70,15.0,Ankara,Sincan,Malazgirt Mah.
28000,3+1,130,30.0,Ankara,Yenimahalle,Demetevler Mah.
23000,3+1,120,30.0,Ankara,Keçiören,Şefkat Mah.
18000,3+1,125,8.0,Ankara,Pursaklar,Yunus Emre Mah.
20000,4+1,160,36.0,Ankara,Yenimahalle,Yeniçağ Mah.
60000,4+1,200,13.0,Ankara,Çankaya,Birlik Mah.
35000,3+1,150,11.0,Ankara,Etimesgut,Fatih Sultan Mah.
35000,3+1,145,30.0,Ankara,Keçiören,Aşağı Eğlence Mah.
40000,4+1,167,45.0,Ankara,Çankaya,100. Yıl Mah.
26000,3+1,140,10.0,Ankara,Yenimahalle,Burç Mah.
17500,3+1,110,26.0,Ankara,Keçiören,Bağlarbaşı Mah.
19500,3+1,135,,Ankara,Altındağ,Gültepe Mah.
18000,3+1,110,25.0,Ankara,Sincan,Fatih Mah.
13500,3+1,135,23.0,Ankara,Sincan,Mustafa Kemal Mah.
37000,4+1,180,2.0,Ankara,Çankaya,Yukarı Dikmen Mah.
65000,3+1,160,10.0,Ankara,Çankaya,Yıldızevler Mah.
42000,4+1,185,6.0,Ankara,Etimesgut,Göksu Mah.
17500,3+1,110,25.0,Ankara,Altındağ,Zübeyde Hanım Mah.
15850,3+1,135,5.0,Ankara,Mamak,Akşemsettin Mah.
16000,3+1,85,,Ankara,Sincan,Fevzi Çakmak Mah.
43000,4+1,220,,Ankara,Keçiören,Ovacık Mah.
12000,2+1,110,10.0,Ankara,Keçiören,Uyanış Mah.
30000,2+1,95,35.0,Ankara,Çankaya,İşçi Blokları Mah.
40000,4+1,220,1.0,Ankara,Yenimahalle,Turgut Özal Mah.
34000,1+1,80,15.0,Ankara,Çankaya,Hilal Mah.
18500,3+1,125,16.0,Ankara,Etimesgut,Süvari Mah.
25000,3+1,120,20.0,Ankara,Keçiören,Kalaba Mah.
19000,3+1,120,15.0,Ankara,Etimesgut,Piyade Mah.
24000,2+1,85,17.0,Ankara,Sincan,Mustafa Kemal Mah.
25000,2+1,115,9.0,Ankara,Yenimahalle,Serhat Mah.
25000,3+1,125,,Ankara,Mamak,Akşemsettin Mah.
19000,3+1,125,37.0,Ankara,Keçiören,Yakacık Mah.
16000,3+1,120,25.0,Ankara,Keçiören,Kamil Ocak Mah.
27000,4+1,250,16.0,Ankara,Keçiören,Atapark Mah.
39000,3+1,135,7.0,Ankara,Mamak,Cengizhan Mah.
55000,4+1,260,15.0,Ankara,Çankaya,Hilal Mah.
38000,2+1,100,25.0,Ankara,Çankaya,Prof. Dr. Ahmet Taner Kışlalı Mah.
36000,2+1,295,31.0,Ankara,Çankaya,Kültür Mah.
23000,3+1,110,31.0,Ankara,Çankaya,Maltepe Mah.
35000,4+1,200,6.0,Ankara,Yenimahalle,Aşağı Yahyalar Mah.
13500,2+1,90,7.0,Ankara,Etimesgut,Yukarıyurtçu Mah.
17500,3+1,100,35.0,Ankara,Yenimahalle,Yunus Emre Mah.
42000,4+1,220,4.0,Ankara,Keçiören,Ovacık Mah.
32000,3+1,195,5.0,Ankara,Altındağ,Baraj Mah.
32000,1+1,70,9.0,Ankara,Çankaya,Beytepe Mah.
15000,3+1,132,15.0,Ankara,Altındağ,Gültepe Mah.
27500,3+1,115,16.0,Ankara,Çankaya,Akpınar Mah.
44000,4+1,180,24.0,Ankara,Çankaya,Keklik Pınarı Mah.
16000,3+1,120,20.0,Ankara,Mamak,Peyami Safa Mah.
16450,3+1,140,20.0,Ankara,Sincan,Atatürk Mah.
32000,4+1,210,2.0,Ankara,Altındağ,Karapürçek Mah.
22000,2+1,85,17.0,Ankara,Etimesgut,Eryaman Mah.
22000,1+1,36,1.0,Ankara,Çankaya,Dodurga Mah.
45000,3+1,155,25.0,Ankara,Çankaya,Gaziosmanpaşa Mah.
30500,2+1,80,4.0,Ankara,Yenimahalle,Ergazi Mah.
16000,3+1,125,30.0,Ankara,Sincan,Plevne Mah.
35000,3+1,140,25.0,Ankara,Keçiören,Yakacık Mah.
26000,1+1,61,9.0,Ankara,Gölbaşı,Kızılcaşar Mah.
42000,3+1,225,5.0,Ankara,Keçiören,Osmangazi Mah.
25000,3+1,150,15.0,Ankara,Yenimahalle,Turgut Özal Mah.
43000,4+1,170,3.0,Ankara,Gölbaşı,İncek Mah.
50000,4+1,235,14.0,Ankara,Çankaya,Alacaatlı Mah.
14750,2+1,90,,Ankara,Sincan,Menderes Mah.
16500,3+1,115,25.0,Ankara,Yenimahalle,Esentepe Mah.
13000,3+1,130,15.0,Ankara,Mamak,Kusunlar Mah.
33000,4+1,200,5.0,Ankara,Keçiören,Yükseltepe Mah.
17000,2+1,110,15.0,Ankara,Etimesgut,Topçu Mah.
10500,2+1,75,11.0,Ankara,Mamak,Zirvekent Mah.
17000,3+0,145,5.0,Ankara,Keçiören,Yükseltepe Mah.
22000,3+1,130,25.0,Ankara,Çankaya,Metin Akkuş Mah.
27000,3+1,110,20.0,Ankara,Yenimahalle,Gayret Mah.
14500,3+1,115,13.0,Ankara,Altındağ,Battalgazi Mah.
37500,2+1,110,40.0,Ankara,Çankaya,Oğuzlar Mah.
22650,1+1,45,,Ankara,Çankaya,Konutkent Mah.
75000,4+1,168,,Ankara,Çankaya,Beytepe Mah.
33000,3+1,120,,Ankara,Çankaya,Aşıkpaşa Mah.
12750,1+1,60,2.0,Ankara,Çubuk,Esenboğa Merkez Mah.
20000,3+1,135,25.0,Ankara,Yenimahalle,Ergenekon Mah.
20000,3+1,145,,Ankara,Sincan,29 Ekim Mah.
60000,2+1,129,3.0,Ankara,Çankaya,Beytepe Mah.
27000,2+1,95,38.0,Ankara,Çankaya,Cebeci Mah.
22500,3+1,130,25.0,Ankara,Sincan,Yunus Emre Mah.
15000,2+1,130,2.0,Ankara,Şereflikoçhisar,Sanayi Mah.
19000,2+1,90,30.0,Ankara,Çankaya,Çamlıtepe Mah.
50000,4+1,208,2.0,Ankara,Çankaya,Alacaatlı Mah.
18000,3+1,115,15.0,Ankara,Mamak,Kutlu Mah.
15000,3+1,130,4.0,Ankara,Mamak,Fahri Korutürk Mah.
35000,4+1,159,2.0,Ankara,Yenimahalle,Pamuklar Mah.
45000,2+1,134,10.0,Ankara,Çankaya,İlkbahar Mah.
15000,3+1,135,26.0,Ankara,Yenimahalle,Ergenekon Mah.
27000,1+1,65,6.0,Ankara,Çankaya,Alacaatlı Mah.
23000,3+1,138,6.0,Ankara,Yenimahalle,Ata Mah.
17000,1+1,60,,Ankara,Gölbaşı,İncek Mah.
16000,3+1,125,25.0,Ankara,Sincan,Fatih Mah.
44000,1+1,55,,Ankara,Çankaya,Çukurambar Mah.
31000,3+1,180,17.0,Ankara,Etimesgut,Piyade Mah.
24990,3+1,160,9.0,Ankara,Mamak,Kartaltepe Mah.
24000,3+1,135,28.0,Ankara,Çankaya,Aşağı Öveçler Mah.
25000,3+1,175,22.0,Ankara,Etimesgut,Topçu Mah.
26500,1+1,48,7.0,Ankara,Gölbaşı,Kızılcaşar Mah.
14500,3+1,110,10.0,Ankara,Sincan,29 Ekim Mah.
28000,3+1,110,,Ankara,Çankaya,Aşıkpaşa Mah.
21000,2+1,90,30.0,Ankara,Çankaya,Sokullu Mehmet Paşa Mah.
18000,3+0,135,10.0,Ankara,Mamak,Araplar Mah.
22000,3+1,125,25.0,Ankara,Keçiören,Tepebaşı Mah.
23500,1+1,72,20.0,Ankara,Etimesgut,Tunahan Mah.
24000,3+1,105,30.0,Ankara,Keçiören,Kavacık Subayevleri Mah.
37500,3+1,170,4.0,Ankara,Gölbaşı,İncek Mah.
33000,4+1,185,,Ankara,Etimesgut,Göksu Mah.
27500,1+1,65,2.0,Ankara,Gölbaşı,Kızılcaşar Mah.
15500,3+1,120,28.0,Ankara,Sincan,Atatürk Mah.
12000,2+1,75,30.0,Ankara,Mamak,General Zeki Doğan Mah.
30000,3+1,145,5.0,Ankara,Mamak,Ege Mah.
45000,4+1,165,,Ankara,Çankaya,Keklik Pınarı Mah.
20000,2+1,85,25.0,Ankara,Yenimahalle,Tepealtı Mah.
22000,3+1,140,35.0,Ankara,Altındağ,Aydınlıkevler Mah.
15500,3+1,118,20.0,Ankara,Keçiören,Şehit Kubilay Mah.
14500,2+1,100,25.0,Ankara,Altındağ,Gültepe Mah.
29000,3+1,145,35.0,Ankara,Çankaya,Güvenevler Mah.
13500,3+1,128,25.0,Ankara,Sincan,Mustafa Kemal Mah.
17000,3+1,140,18.0,Ankara,Keçiören,Çaldıran Mah.
13000,2+1,100,10.0,Ankara,Keçiören,Osmangazi Mah.
41000,3+1,135,30.0,Ankara,Çankaya,Çayyolu Mah.
18000,3+1,120,25.0,Ankara,Keçiören,Basınevleri Mah.
18500,3+1,125,17.0,Ankara,Etimesgut,Alsancak Mah.
13000,2+1,70,52.0,Ankara,Altındağ,Örnek Mah.
16000,3+1,125,20.0,Ankara,Keçiören,Kamil Ocak Mah.
35000,4+1,170,16.0,Ankara,Çankaya,Yaşamkent Mah.
20000,3+1,125,,Ankara,Sincan,Menderes Mah.
39000,4+1,200,3.0,Ankara,Keçiören,Ovacık Mah.
21000,3+1,135,26.0,Ankara,Yenimahalle,Esentepe Mah.
27000,3+1,155,17.0,Ankara,Çankaya,Akpınar Mah.
17000,3+1,120,9.0,Ankara,Sincan,Menderes Mah.
10000,1+1,45,,Ankara,Çubuk,Dumlupınar Mah.
30500,4+1,125,40.0,Ankara,Çankaya,Anıttepe Mah.
30000,3+1,150,4.0,Ankara,Altındağ,Hacettepe Mah.
21000,2+1,100,,Ankara,Etimesgut,Yapracık Mah.
25000,1+1,50,,Ankara,Çankaya,Fakülteler Mah.
16000,3+1,115,30.0,Ankara,Keçiören,Şenlik Mah.
26000,3+1,150,5.0,Ankara,Altındağ,Karapürçek Mah.
18000,3+1,130,50.0,Ankara,Mamak,Abidinpaşa Mah.
33000,3+1,129,30.0,Ankara,Çankaya,Konutkent Mah.
21000,3+1,120,23.0,Ankara,Altındağ,Aydınlıkevler Mah.
25000,3+1,140,10.0,Ankara,Etimesgut,Elvan Mah.
14500,2+1,114,15.0,Ankara,Keçiören,Karakaya Mah.
25000,3+1,130,13.0,Ankara,Keçiören,Atapark Mah.
17000,3+1,120,25.0,Ankara,Yenimahalle,Karşıyaka Mah.
16500,2+1,100,30.0,Ankara,Keçiören,Aşağı Eğlence Mah.
17500,2+1,85,10.0,Ankara,Çankaya,Seyranbağları Mah.
21500,2+1,110,,Ankara,Etimesgut,Topçu Mah.
34000,2+1,137,12.0,Ankara,Çankaya,Büyükesat Mah.
16000,3+1,115,30.0,Ankara,Mamak,Aşık Veysel Mah.
35000,2+1,95,,Ankara,Çankaya,Emek Mah.
26000,3+1,130,20.0,Ankara,Yenimahalle,Demetevler Mah.
30000,2+1,75,32.0,Ankara,Yenimahalle,Gazi Mah.
25000,3+1,120,30.0,Ankara,Çankaya,Bayraktar Mah.
37950,3+1,142,26.0,Ankara,Çankaya,Kazım Özalp Mah.
28500,4+1,180,20.0,Ankara,Çankaya,Kırkkonaklar Mah.
17000,3+1,110,45.0,Ankara,Mamak,Balkiraz Mah.
27000,2+1,110,35.0,Ankara,Çankaya,Bahçelievler Mah.
22750,3+1,105,30.0,Ankara,Yenimahalle,Demetevler Mah.
25000,1+1,55,,Ankara,Çankaya,Alacaatlı Mah.
35000,2+1,100,3.0,Ankara,Çankaya,Alacaatlı Mah.
21000,3+1,140,8.0,Ankara,Keçiören,Yükseltepe Mah.
21000,3+1,120,30.0,Ankara,Altındağ,Yıldıztepe Mah.
32000,3+1,135,30.0,Ankara,Çankaya,Naci Çakır Mah.
15000,1+1,52,,Ankara,Gölbaşı,İncek Mah.
35000,3+1,120,45.0,Ankara,Çankaya,Ayrancı Mah.
22000,2+1,90,17.0,Ankara,Yenimahalle,Varlık Mah.
35000,1+1,50,6.0,Ankara,Çankaya,Aziziye Mah.
18500,3+1,130,15.0,Ankara,Polatlı,Şehitlik Mah.
17000,2+1,110,1.0,Ankara,Sincan,Menderes Mah.
38000,2+1,75,,Ankara,Çankaya,Emek Mah.
17500,3+1,120,15.0,Ankara,Mamak,General Zeki Doğan Mah.
32500,3+1,160,1.0,Ankara,Mamak,Durali Alıç Mah.
18500,3+1,120,22.0,Ankara,Çankaya,Metin Akkuş Mah.
39000,2+1,135,22.0,Ankara,Çankaya,Çukurambar Mah.
14000,1+1,60,,Ankara,Sincan,Yeniçimşit Mah.
26000,1+1,70,5.0,Ankara,Çankaya,Büyükesat Mah.
23500,3+1,140,18.0,Ankara,Etimesgut,Ahi Mesut Mah.
25000,3+1,135,25.0,Ankara,Çankaya,Ehlibeyt Mah.
45000,2+1,65,,Ankara,Çankaya,Maltepe Mah.
25000,3+1,100,30.0,Ankara,Çankaya,Oğuzlar Mah.
25000,1+1,80,13.0,Ankara,Gölbaşı,Kızılcaşar Mah.
41000,2+1,65,1.0,Ankara,Çankaya,Maltepe Mah.
44000,3+1,130,10.0,Ankara,Çankaya,İlkbahar Mah.
10500,3+1,115,25.0,Ankara,Polatlı,Zafer Mah.
16000,3+1,120,30.0,Ankara,Keçiören,Ayvalı Mah.
34000,2+1,110,30.0,Ankara,Çankaya,Söğütözü Mah.
15500,3+1,140,20.0,Ankara,Çubuk,Atatürk Mah.
21000,3+1,130,13.0,Ankara,Mamak,Altınevler Mah.
23500,3+1,135,12.0,Ankara,Keçiören,Atapark Mah.
33000,4+1,150,40.0,Ankara,Çankaya,Emek Mah.
92000,4+2,450,15.0,Ankara,Çankaya,Hilal Mah.
25000,2+1,100,38.0,Ankara,Çankaya,İşçi Blokları Mah.
15000,3+1,120,22.0,Ankara,Sincan,Akşemsettin Mah.
25000,3+1,120,30.0,Ankara,Yenimahalle,İnönü Mah.
30000,3+1,130,34.0,Ankara,Çankaya,Kavaklıdere Mah.
36000,4+1,170,18.0,Ankara,Çankaya,Ata Mah.
13000,2+1,85,12.0,Ankara,Mamak,Hürel Mah.
25000,3+1,140,12.0,Ankara,Keçiören,Sancaktepe Mah.
19500,1+1,48,,Ankara,Gölbaşı,İncek Mah.
25000,3+1,165,,Ankara,Mamak,General Zeki Doğan Mah.
17500,3+1,115,15.0,Ankara,Mamak,General Zeki Doğan Mah.
40000,5+1,250,20.0,Ankara,Keçiören,Ayvalı Mah.
22000,3+1,165,16.0,Ankara,Yenimahalle,Ergenekon Mah.
59000,4+1,180,,Ankara,Çankaya,Alacaatlı Mah.
20000,3+1,135,34.0,Ankara,Yenimahalle,Demetlale Mah.
13500,3+1,110,35.0,Ankara,Mamak,Balkiraz Mah.
17000,3+1,110,25.0,Ankara,Etimesgut,Kazım Karabekir Mah.
28000,1+1,50,7.0,Ankara,Çankaya,Anıttepe Mah.
30000,3+1,135,50.0,Ankara,Çankaya,Kazım Özalp Mah.
25000,1+1,48,,Ankara,Keçiören,Aşağı Eğlence Mah.
35000,3+1,130,35.0,Ankara,Çankaya,Emek Mah.
29000,3+1,155,19.0,Ankara,Çankaya,Cevizlidere Mah.
27000,3+1,135,22.0,Ankara,Çankaya,Aşağı Öveçler Mah.
29500,5+1,280,10.0,Ankara,Keçiören,Uyanış Mah.
21000,1+1,75,5.0,Ankara,Çankaya,Mürsel Uluç Mah.
25000,3+1,118,12.0,Ankara,Mamak,Demirlibahçe Mah.
28500,3+1,120,30.0,Ankara,Çankaya,Kavaklıdere Mah.
9000,1+1,55,12.0,Ankara,Sincan,Gazi Mah.
18500,3+1,105,38.0,Ankara,Keçiören,Aşağı Eğlence Mah.
27000,3+1,130,20.0,Ankara,Keçiören,İncirli Mah.
45000,5+1,300,15.0,Ankara,Çankaya,Büyükesat Mah.
43000,2+1,105,,Ankara,Çankaya,Bahçelievler Mah.
30000,1+1,40,,Ankara,Çankaya,Yukarı Bahçelievler Mah.
17000,3+1,120,20.0,Ankara,Keçiören,Kamil Ocak Mah.
35000,3+1,130,35.0,Ankara,Çankaya,Mebusevleri Mah.
22500,1+1,55,,Ankara,Gölbaşı,Karşıyaka Mah.
35000,2+1,100,40.0,Ankara,Çankaya,Kavaklıdere Mah.
16000,2+1,80,1.0,Ankara,Çubuk,Esenboğa Merkez Mah.
35500,3+1,130,20.0,Ankara,Çankaya,Maltepe Mah.
35000,4+1,180,21.0,Ankara,Yenimahalle,Yunus Emre Mah.
23000,2+1,75,40.0,Ankara,Çankaya,Maltepe Mah.
19000,2+1,95,35.0,Ankara,Çankaya,Seyranbağları Mah.
25000,3+1,145,45.0,Ankara,Çankaya,Bahçelievler Mah.
20000,3+1,122,25.0,Ankara,Keçiören,Aşağı Eğlence Mah.
17500,3+1,100,24.0,Ankara,Keçiören,Kavacık Subayevleri Mah.
