"searchResultsLargeThumbnail href","searchResultsLargeThumbnail src","action href","titleIcon src","classifiedTitle","titleIcon href","titleIcon src 2","badge src","searchResultsAttributeValue","searchResultsAttributeValue 2","classified-price-container","searchResultsDateValue","searchResultsLocationValue"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-tepebasi-mah-foca-sok.3-plus1-bagimsiz-temiz-daire-ufuk-ozdemir-den-1236078873/detay","https://i0.shbdn.com/photos/07/88/73/lthmb_12360788731sl.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","https://s0.shbdn.com/assets/images/iconNew@2x:212343d37981801512b7b8b249315156.png","TEPEBAŞI MAH. FOÇA SOK.3+1 BAĞIMSIZ TEMİZ DAİRE UFUK ÖZDEMİR'DEN","https://ufukozdemiremlak.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","https://sm.shbdn.com/assets/common/store/badge/premium.png","120","3+1","23.500 TL","22 Mart","KeçiörenSanatoryum"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-eryaman-altay-mah-frekans-cadde-de-kiralik-2-plus1-1180679416/detay","https://i0.shbdn.com/photos/67/94/16/lthmb_11806794163nf.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","","ERYAMAN ALTAY MAH., FREKANS CADDE'DE, KİRALIK 2+1","https://remaxnote.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","https://sm.shbdn.com/assets/common/store/badge/premium.png","82","2+1","34.000 TL","22 Mart","EtimesgutEryaman"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-akpinar-mahallesinde-full-yapili-3-plus1-kiralik-daire-1166509236/detay","https://i0.shbdn.com/photos/50/92/36/lthmb_11665092367tr.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","https://s0.shbdn.com/assets/images/virtual-tour@2x:6ca0615695e669e66d90ccdb1fb5f79f.png","AKPINAR MAHALLESİNDE FULL YAPILI 3+1 KİRALİK DAİRE","https://ssgayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","","170","3+1","37.500 TL","20 Mart","ÇankayaÖveçler"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-ev-sahibinden-1-plus1-sifir-esyali-balkonlu-daire-1235510515/detay","https://i0.shbdn.com/photos/51/05/15/lthmb_1235510515wwu.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","https://s0.shbdn.com/assets/images/iconHasVideo@2x:4667ff5b87098416c7b8e2219e70ff40.png","Ev Sahibinden, 1+1 Sıfır Eşyalı, Balkonlu Daire.","","","","50","1+1","21.500 TL","19 Mart","Gölbaşı"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-eryaman-da-merkezi-konumda-esyali-kiralik-1-plus1-residence-daire-1235137704/detay","https://i0.shbdn.com/photos/13/77/04/lthmb_1235137704te8.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","","ERYAMAN DA MERKEZİ KONUMDA EŞYALI KİRALIK 1+1 RESİDENCE DAİRE","https://goksudogaemlak.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","","65","1+1","24.000 TL","17 Mart","EtimesgutÇarşı"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-vadi-ankara-da-muhtesem-manzara-genis-balkon-143m2-net-lux-3,5-plus1-1080530448/detay","https://i0.shbdn.com/photos/53/04/48/lthmb_1080530448ibr.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","","VADİ ANKARA'DA MUHTEŞEM MANZARA GENİŞ BALKON 143M2 NET LUX 3,5+1","https://infoestategayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","https://sm.shbdn.com/assets/common/store/badge/premium.png","165","3+1","43.000 TL","16 Mart","ÇankayaKırkkonaklar"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-gop-ta-1-plus1-kis-bahceli-50-m2-kiralik-daire-1164609690/detay","https://i0.shbdn.com/photos/60/96/90/lthmb_1164609690z7i.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","https://s0.shbdn.com/assets/images/iconHasVideo@2x:4667ff5b87098416c7b8e2219e70ff40.png","GOP'TA 1+1 KIŞ BAHÇELİ 50 m2 KİRALIK DAİRE","https://eren-emlak.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","","60","1+1","26.500 TL","16 Mart","ÇankayaGaziosmanpaşa(Gop)"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-aileye-ogrenciye-uygun-yeni-binada-esyali-kiralik-1-plus1-1226026748/detay","https://i0.shbdn.com/photos/02/67/48/lthmb_1226026748egu.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","","AİLEYE ÖĞRENCİYE UYGUN YENİ BİNADA EŞYALI KİRALIK 1+1","https://alfainvestankara.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","https://sm.shbdn.com/assets/common/store/badge/premium.png","40","1+1","30.000 TL","15 Mart","ÇankayaKızılay"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-yilmaz-emlaktan-dikmen-ozdogukentte-kiralik-3-plus1-daire-1234566451/detay","https://i0.shbdn.com/photos/56/64/51/lthmb_1234566451xbo.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","","YILMAZ EMLAKTAN DİKMEN ÖZDOGUKENTTE KİRALIK 3+1 DAİRE","https://yilmazemlakdanismanligidikmen.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","","125","3+1","27.000 TL","14 Mart","ÇankayaÖveçler"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-basari-gayrimenkulden-kiralik-daire-demetevler-1234516134/detay","https://i0.shbdn.com/photos/51/61/34/lthmb_12345161341pp.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","","BAŞARI GAYRİMENKULDEN KİRALIK DAİRE DEMETEVLER","https://basariemlakankara.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","","120","3+1","21.000 TL","14 Mart","YenimahalleDemetevler"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-ornek-mah-faik-suat-cad-ara-kat-2-plus1-kiralik-firsati-favo-1221348106/detay","https://i0.shbdn.com/photos/34/81/06/lthmb_1221348106p1k.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","","ÖRNEK MAH. FAİK SUAT CAD. ARA KAT 2+1 KİRALIK FIRSATI Favo","https://borisemlak.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","https://sm.shbdn.com/assets/common/store/badge/premium.png","70","2+1","15.000 TL","14 Mart","Altındağ"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-gop-yakini-katta-2-plus1-kiralik-daire-1234487918/detay","https://i0.shbdn.com/photos/48/79/18/lthmb_12344879188fd.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","","GOP YAKINI KATTA 2+1 KİRALIK DAİRE","https://deniceemlak.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","","105","2+1","25.000 TL","14 Mart","ÇankayaKırkkonaklar"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-bahcelievler-3-cad-0-binada-oturuma-hazir-3-plus1-kiralik-firsati-1198063155/detay","https://i0.shbdn.com/photos/06/31/55/lthmb_1198063155m3e.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","","BAHÇELİEVLER 3. CAD. 0 BİNADA OTURUMA HAZIR 3+1 KİRALIK FIRSATI","https://borisemlak.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","https://sm.shbdn.com/assets/common/store/badge/premium.png","120","3+1","34.000 TL","13 Mart","ÇankayaBahçelievler"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-goksu-admira-sitesinde-kiralik-luks-4-plus1-daire-1234310468/detay","https://i0.shbdn.com/photos/31/04/68/lthmb_1234310468xcd.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","","GÖKSU ADMİRA SİTESİNDE KİRALIK LÜKS 4+1 DAİRE","https://zenitgayrimenkull.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","","185","4+1","42.000 TL","13 Mart","EtimesgutMerkez"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-merkezde-kiralik-ayri-mutfakli-esyali-2-plus1-kisa-donemde-uygun-1210380455/detay","https://i0.shbdn.com/photos/38/04/55/lthmb_12103804552fl.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","","MERKEZDE KİRALIK AYRI MUTFAKLI EŞYALI 2+1 (KISA DÖNEMDE UYGUN)","https://karargayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","","130","2+1","47.000 TL","13 Mart","ÇankayaÇayyolu/Ümitköy"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-kent-koop-mahallesi-metroya-cok-yakin-2-plus1-kiralik-daire-1225086191/detay","https://i0.shbdn.com/photos/08/61/91/lthmb_12250861911m3.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","","KENT KOOP MAHALLESİ METROYA ÇOK YAKIN 2+1 KİRALIK DAİRE","https://nozagayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","","90","2+1","21.500 TL","11 Mart","Yenimahalle"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-park-vadi-evleri-e-block-2-plus1-fully-furnished-for-rent-kiralik-1226517593/detay","https://i0.shbdn.com/photos/51/75/93/lthmb_1226517593l7x.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","","PARK VADİ EVLERİ E BLOCK 2+1 FULLY FURNISHED FOR RENT/KİRALIK","https://borisemlak.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","https://sm.shbdn.com/assets/common/store/badge/premium.png","120","2+1","55.000 TL","10 Mart","ÇankayaAyrancı"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-yasamkent-yasamkule-de-1-plus1-hic-kullanilmamis-daire-1233669394/detay","https://i0.shbdn.com/photos/66/93/94/lthmb_1233669394wv8.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","https://s0.shbdn.com/assets/images/iconHasVideo@2x:4667ff5b87098416c7b8e2219e70ff40.png","YAŞAMKENT YAŞAMKULE'de 1+1 HİÇ KULLANILMAMIŞ DAİRE","https://gunalpgayrimenkuldanismanlik.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","","65","1+1","25.000 TL","10 Mart","ÇankayaÇayyolu/Ümitköy"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-ozturk-ten-cankaya-koprusu-yakini,2-plus1,ful-mobilyali,kiralik-1233672914/detay","https://i0.shbdn.com/photos/67/29/14/lthmb_1233672914o86.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","","ÖZTÜRK'TEN ÇANKAYA KÖPRÜSÜ YAKINI,2+1,FUL MOBİLYALI,K İRALIK....","https://ozturkemlak06.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","https://sm.shbdn.com/assets/common/store/badge/premium.png","100","2+1","19.750 TL","10 Mart","ÇankayaDikmen"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-yasamkent-merkezde-her-sey-dahil-esyali-kiralik-1-plus1-daire-1233637828/detay","https://i0.shbdn.com/photos/63/78/28/lthmb_1233637828rj5.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","","YAŞAMKENT MERKEZDE HER ŞEY DAHİL EŞYALI KİRALIK 1+1 DAİRE","https://realtyworldyasamkentcizgi.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","","45","1+1","21.000 TL","10 Mart","ÇankayaÇayyolu/Ümitköy"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-ada-emlak-dan-demetevler-metro-yakini-mobilyali-kiralik-daire-1233490449/detay","https://i0.shbdn.com/photos/49/04/49/lthmb_1233490449k56.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","","ADA EMLAK'DAN DEMETEVLER METRO YAKINI MOBİLYALI KİRALIK DAİRE","https://adagayrimenkull.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","","135","3+1","20.000 TL","09 Mart","YenimahalleDemetevler"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-vega-studyoda-terasli-mobilyali-kiralik-daire-1030407382/detay","https://i0.shbdn.com/photos/40/73/82/lthmb_1030407382i1b.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","","VEGA STÜDYODA TERASLI MOBİLYALI KİRALIK DAİRE","https://prestijemlakayranci.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","","100","1+1","30.000 TL","09 Mart","ÇankayaMerkez"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-guneypark-1-sitesi-iyi-konumlu-blok-alcak-kat-120-m2-bos-2-plus1-1230636793/detay","https://i0.shbdn.com/photos/63/67/93/lthmb_1230636793asg.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","","GÜNEYPARK 1 SİTESİ İYİ KONUMLU BLOK ALÇAK KAT 120 M2 BOŞ 2+1","https://infoestategayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","https://sm.shbdn.com/assets/common/store/badge/premium.png","130","2+1","34.000 TL","08 Mart","ÇankayaYıldız"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-vuraldan-vedat-dalokay-parki-yani-harbis-4-sitesinde-2-plus1-5.kat-1233309271/detay","https://i0.shbdn.com/photos/30/92/71/lthmb_1233309271bvb.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","","VURALDAN VEDAT DALOKAY PARKI YANI HARBİŞ-4 SİTESİNDE 2+1 5.KAT","https://vuralgayrimenkulbatikent.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","","90","2+1","18.000 TL","08 Mart","YenimahalleBatıkent"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-guneypark-evleri-1-sitesi-kiralik-3-plus1-daire-ilkbahar-mahallesi-1233118524/detay","https://i0.shbdn.com/photos/11/85/24/lthmb_1233118524yos.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","","GÜNEYPARK EVLERİ-1 SİTESİ KİRALIK 3+1 DAİRE, İLKBAHAR MAHALLESİ","https://evoinvest.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","","120","3+1","35.000 TL","07 Mart","ÇankayaYıldız"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-2-plus1-cebeci-de-full-esyali-kiralik-daire-ogrenciye-uygun-1224246867/detay","https://i0.shbdn.com/photos/24/68/67/lthmb_1224246867fe4.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","","2+1 CEBECİ 'DE FULL EŞYALI KİRALIK DAİRE ÖĞRENCİYE UYGUN","https://alfainvestankara.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","https://sm.shbdn.com/assets/common/store/badge/premium.png","100","2+1","33.000 TL","07 Mart","ÇankayaCebeci"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-312-bulvar-loft-ara-kat-kose-manzarali-1-plus1-kiralik-daire-1232966564/detay","https://i0.shbdn.com/photos/96/65/64/lthmb_1232966564ekg.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","https://s0.shbdn.com/assets/images/virtual-tour@2x:6ca0615695e669e66d90ccdb1fb5f79f.png","312 | BULVAR LOFT ARA KAT KÖŞE MANZARALI 1+1 KİRALIK DAİRE","https://312gyd.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","","48","1+1","26.500 TL","06 Mart","Gölbaşı"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-sinpas-marinada-peyzaj-manzarali-sifir-ayarinda-lux-esyali-1,5-plus1-1223266712/detay","https://i0.shbdn.com/photos/26/67/12/lthmb_1223266712plc.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","","SİNPAŞ MARİNADA PEYZAJ MANZARALI SIFIR AYARINDA LÜX EŞYALI 1,5+1","https://infoestategayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","https://sm.shbdn.com/assets/common/store/badge/premium.png","97","1.5+1","36.500 TL","04 Mart","ÇankayaYıldız"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-cankaya-gaziosmanpasa-kozada-1-plus1-esyali-asansor-balkonlu-daire-1232192447/detay","https://i0.shbdn.com/photos/19/24/47/lthmb_123219244703x.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","","Çankaya Gaziosmanpaşa Kozada 1+1 Eşyalı Asansör Balkonlu Daire","https://borsemkuleli.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","","60","1+1","32.500 TL","02 Mart","ÇankayaGaziosmanpaşa(Gop)"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-beysukent-te-bayanlara-ozgu-hersey-dahil-1-plus1-daire-1226391140/detay","https://i0.shbdn.com/photos/39/11/40/lthmb_1226391140ste.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","https://s0.shbdn.com/assets/images/iconHasVideo@2x:4667ff5b87098416c7b8e2219e70ff40.png","BEYSUKENT'TE BAYANLARA ÖZGÜ HERŞEY DAHİL 1+1 DAİRE","https://asilgayrimenkulankara.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","","70","1+1","17.000 TL","01 Mart","ÇankayaÇayyolu/Ümitköy"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-cankaya-g.o.p-koza-cadde-1-plus1-giderler-dahil-esyali-terasli-daire-1231931346/detay","https://i0.shbdn.com/photos/93/13/46/lthmb_12319313462g9.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","","Çankaya G.O.P Koza Cadde 1+1 Giderler Dahil Eşyalı Teraslı Daire","https://borsemkuleli.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","","60","1+1","32.500 TL","01 Mart","ÇankayaGaziosmanpaşa(Gop)"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-atlantis-yani-ve-yeni-acilan-rekreasyon-park-karsisi-genis-3-plus1-1223670601/detay","https://i0.shbdn.com/photos/67/06/01/lthmb_1223670601mmj.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","","ATLANTİS YANI VE YENİ AÇILAN REKREASYON PARK KARŞISI GENİŞ 3+1","https://nozagayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","","165","3+1","26.500 TL","26 Şubat","Yenimahalle"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-altinelpark-konutlari-meksika-caddesi-cepheli-ozellikli-4-plus1-1224960308/detay","https://i0.shbdn.com/photos/96/03/08/lthmb_1224960308lk3.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","","ALTINELPARK KONUTLARI MEKSİKA CADDESİ CEPHELİ ÖZELLİKLİ 4+1","https://yonemlak06.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","","180","4+1","63.000 TL","23 Şubat","ÇankayaÇayyolu/Ümitköy"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-yasamkent-sierra-sitesinde-modern-esyali-2-plus1-daire-1224808355/detay","https://i0.shbdn.com/photos/80/83/55/lthmb_1224808355m92.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","","YAŞAMKENT SİERRA SİTESİNDE MODERN EŞYALI 2+1 DAİRE..","https://sibelozdemirgayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","","85","2+1","45.500 TL","22 Şubat","ÇankayaÇayyolu/Ümitköy"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-a-dan-z-ye-yeni-mobilyali-yeni-bina-da-bayanlara-ozel-1230626189/detay","https://i0.shbdn.com/photos/62/61/89/lthmb_1230626189bzl.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","","A'DAN Z'YE YENİ MOBİLYALI - YENİ BİNA'DA - BAYANLARA ÖZEL","https://mulkmerkezigayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","","55","1+1","25.000 TL","21 Şubat","ÇankayaCebeci"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-eryaman-yenibati-mahallesinde-sifir-lux-yapili-5-plus1-kiralik-daire-1147256889/detay","https://i0.shbdn.com/photos/25/68/89/lthmb_1147256889w4v.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","","ERYAMAN YENİBATI MAHALLESİNDE SIFIR LÜX YAPILI 5+1 KİRALIK DAİRE","https://epaarmagayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","","220","5+1","40.000 TL","20 Şubat","YenimahalleBatıkent"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-oksijen-oran-3-plus1-13-kat-eymir-golu-manzarali-kiralik-firsati-1213001915/detay","https://i0.shbdn.com/photos/00/19/15/lthmb_1213001915fed.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","","OKSİJEN ORAN 3+1 13. KAT EYMİR GÖLÜ MANZARALI KİRALIK FIRSATI","https://borisemlak.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","https://sm.shbdn.com/assets/common/store/badge/premium.png","135","3+1","53.000 TL","07 Şubat","ÇankayaYıldız"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-merkez-ankara-sehir-suitlerinde-peyzaj-manzarali-kiralik-1-plus1-1212599687/detay","https://i0.shbdn.com/photos/59/96/87/lthmb_1212599687pok.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","","MERKEZ ANKARA ŞEHİR SUİTLERİNDE PEYZAJ MANZARALI KİRALIK 1+1","https://nextlevelemlak.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","https://sm.shbdn.com/assets/common/store/badge/premium.png","85","1+1","30.000 TL","05 Şubat","YenimahalleA.O.Çiftliği(Aoç)"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-saglam-emlaktan-altinpark-a-5dk-yurume-mesafesi-3-plus1-kiralikdaire-1218118983/detay","https://i0.shbdn.com/photos/11/89/83/lthmb_1218118983lhl.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","https://s0.shbdn.com/assets/images/iconHasVideo@2x:4667ff5b87098416c7b8e2219e70ff40.png","SAĞLAM EMLAKTAN ALTINPARK'a 5DK YÜRÜME MESAFESi 3+1 KİRALIKDAİRE","https://saglamemlakcubuk.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","","110","3+1","16.500 TL","22 Mart","KeçiörenMerkez"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-asagi-eglence-gobek-yakini-3-plus1-ful-yapili-5.kat-konumu-1236100550/detay","https://i0.shbdn.com/photos/10/05/50/lthmb_1236100550nou.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","https://s0.shbdn.com/assets/images/iconNew@2x:212343d37981801512b7b8b249315156.png","AŞAĞI EĞLENCE GÖBEK YAKINI 3+1 FUL YAPILI 5.KAT KONUMU","https://yeniuzungayrimenkul.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","https://sm.shbdn.com/assets/common/store/badge/premium.png","120","3+1","21.000 TL","22 Mart","KeçiörenEtlik / İncirli"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-etlik-bagci-caddesi-uzeri-mantolamali-1.kat-3-plus1-guney-dogu-cephe-1236105364/detay","https://i0.shbdn.com/photos/10/53/64/lthmb_1236105364uu1.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","https://s0.shbdn.com/assets/images/iconNew@2x:212343d37981801512b7b8b249315156.png","ETLİK BAĞCI CADDESİ ÜZERİ MANTOLAMALI 1.KAT 3+1 GÜNEY DOĞU CEPHE","https://galeriaemlak.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","","128","3+1","19.000 TL","22 Mart","KeçiörenEtlik / İncirli"
"https://www.sahibinden.com/ilan/emlak-konut-kiralik-bagci-cad-yakini-2-plus1-bagimsiz-ust-kat-on-guney-cephe-masrafsiz-1233165545/detay","https://i0.shbdn.com/photos/16/55/45/lthmb_12331655453pz.jpg","https://www.sahibinden.com/kiralik-daire/ankara?pagingSize=50#","https://s0.shbdn.com/assets/images/iconHasVideo@2x:4667ff5b87098416c7b8e2219e70ff40.png","BAĞCI CAD. YAKINI 2+1 BAĞIMSIZ ÜST KAT ÖN GÜNEY CEPHE MASRAFSIZ","https://ogulbeyemlaketlik.sahibinden.com/","https://s0.shbdn.com/assets/images/iconStore@2x:c1d32ca031d86c6735fd31957ee635cd.png","https://sm.shbdn.com/assets/common/store/badge/premium.png","120","2+1","17.500 TL","22 Mart","KeçiörenEtlik / İncirli"
