Title,Price (TL),Date,Location,Room,Size (m²),Building Age,Floor,Link,Page,Price per m² (TL)
"105 Square Meters Apartment For Rent in Çankaya, Ankara",37000,21-03-2025,Ankara / Çankaya / Gaziosmanpaşa Mah.,3+1,105,40.0,2.,https://www.hepsiemlak.com/en/ankara-cankaya-gaziosmanpasa-kiralik/daire/40002-5174,50,352.3809523809524
"85 Square Meters Apartment For Rent in Mamak, Ankara",14000,21-03-2025,Ankara / Mamak / Tuzluçayır Mah.,2+1,85,28.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-mamak-tuzlucayir-kiralik/daire/128355-1922,50,164.7058823529412
"125 Square Meters Apartment For Rent in Çankaya, Ankara",39000,21-03-2025,Ankara / Çankaya / Yıldızevler Mah.,3+1,125,25.0,2.,https://www.hepsiemlak.com/en/ankara-cankaya-yildizevler-kiralik/daire/18865-3824,50,312.0
"120 Square Meters Apartment For Rent in Keçiören, Ankara",18000,20-03-2025,Ankara / Keçiören / Esertepe Mah.,3+1,120,10.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-kecioren-esertepe-kiralik/daire/140717-645,50,150.0
"100 Square Meters Apartment For Rent in Etimesgut, Ankara",21000,16-03-2025,Ankara / Etimesgut / Şeyh Şamil Mah.,2+1,100,20.0,4.,https://www.hepsiemlak.com/en/ankara-etimesgut-seyh-samil-kiralik/daire/138926-94,50,210.0
"135 Square Meters Apartment For Rent in Çankaya, Ankara",36500,22-03-2025,Ankara / Çankaya / Güvenevler Mah.,4+1,135,40.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-cankaya-guvenevler-kiralik/daire/64413-4574,50,270.3703703703704
"150 Square Meters Apartment For Rent in Mamak, Ankara",28000,22-03-2025,Ankara / Mamak / Ege Mah.,3+1,150,8.0,5.,https://www.hepsiemlak.com/en/ankara-mamak-ege-kiralik/daire/120327-522,50,186.66666666666666
"125 Square Meters Apartment For Rent in Mamak, Ankara",12000,19-03-2025,Ankara / Mamak / General Zeki Doğan Mah.,2+1,125,20.0,Underground 1,https://www.hepsiemlak.com/en/ankara-mamak-general-zeki-dogan-kiralik/daire/134545-498,50,96.0
"120 Square Meters Apartment For Rent in Çankaya, Ankara",45000,19-03-2025,Ankara / Çankaya / Mebusevleri Mah.,3+1,120,,1.,https://www.hepsiemlak.com/en/ankara-cankaya-mebusevleri-kiralik/daire/73240-2587,50,375.0
"82 Square Meters Apartment For Rent in Yenimahalle, Ankara",40000,21-03-2025,Ankara / Yenimahalle / İnönü Mah.,2+1,82,1.0,3.,https://www.hepsiemlak.com/en/ankara-yenimahalle-inonu-kiralik/daire/142325-105,50,487.8048780487805
"115 Square Meters Apartment For Rent in Etimesgut, Ankara",17500,19-03-2025,Ankara / Etimesgut / Süvari Mah.,3+1,115,20.0,2.,https://www.hepsiemlak.com/en/ankara-etimesgut-suvari-kiralik/daire/153993-39,50,152.17391304347825
"130 Square Meters Apartment For Rent in Keçiören, Ankara",14000,20-03-2025,Ankara / Keçiören / Ayvalı Mah.,3+1,130,35.0,3.,https://www.hepsiemlak.com/en/ankara-kecioren-ayvali-kiralik/daire/16149-3423,50,107.6923076923077
"125 Square Meters Apartment For Rent in Çankaya, Ankara",25000,20-03-2025,Ankara / Çankaya / Şehit Cengiz Karaca Mah.,3+1,125,25.0,Top,https://www.hepsiemlak.com/en/ankara-cankaya-sehit-cengiz-karaca-kiralik/daire/3286-9101,50,200.0
"115 Square Meters Apartment For Rent in Altındağ, Ankara",18000,20-03-2025,Ankara / Altındağ / Gültepe Mah.,3+1,115,15.0,9.,https://www.hepsiemlak.com/en/ankara-altindag-gultepe-kiralik/daire/93675-1759,50,156.52173913043478
"130 Square Meters Apartment For Rent in Keçiören, Ankara",18250,21-03-2025,Ankara / Keçiören / İncirli Mah.,3+1,130,16.0,2.,https://www.hepsiemlak.com/en/ankara-kecioren-incirli-kiralik/daire/118347-1174,50,140.3846153846154
"95 Square Meters Apartment For Rent in Çankaya, Ankara",51000,18-03-2025,Ankara / Çankaya / Anıttepe Mah.,2+1,95,2.0,4.,https://www.hepsiemlak.com/en/ankara-cankaya-anittepe-kiralik/daire/2602-10184,50,536.8421052631579
"120 Square Meters Apartment For Rent in Yenimahalle, Ankara",25000,18-03-2025,Ankara / Yenimahalle / Demetevler Mah.,3+1,120,25.0,2.,https://www.hepsiemlak.com/en/ankara-yenimahalle-demetevler-kiralik/daire/142507-184,50,208.33333333333334
"125 Square Meters Apartment For Rent in Çankaya, Ankara",35000,21-03-2025,Ankara / Çankaya / Remzi Oğuz Arık Mah.,3+1,125,45.0,3.,https://www.hepsiemlak.com/en/ankara-cankaya-remzi-oguz-arik-kiralik/daire/5462-3593,50,280.0
"65 Square Meters Apartment For Rent in Gölbaşı, Ankara",20500,20-03-2025,Ankara / Gölbaşı / Örencik Mah.,2+1,65,,1.,https://www.hepsiemlak.com/en/ankara-golbasi-orencik-kiralik/daire/151968-7,50,315.38461538461536
"122 Square Meters Apartment For Rent in Mamak, Ankara",22000,17-03-2025,Ankara / Mamak / Ege Mah.,3+1,122,12.0,5.,https://www.hepsiemlak.com/en/ankara-mamak-ege-kiralik/daire/15126-4533,50,180.327868852459
"105 Square Meters Apartment For Rent in Altındağ, Ankara",16500,21-03-2025,Ankara / Altındağ / Aydınlıkevler Mah.,3+1,105,30.0,2.,https://www.hepsiemlak.com/en/ankara-altindag-aydinlikevler-kiralik/daire/2120-771,51,157.14285714285714
"180 Square Meters Apartment For Rent in Yenimahalle, Ankara",32000,18-03-2025,Ankara / Yenimahalle / Karşıyaka Mah.,4+1,180,2.0,2.,https://www.hepsiemlak.com/en/ankara-yenimahalle-karsiyaka-kiralik/daire/141924-362,51,177.77777777777777
"110 Square Meters Apartment For Rent in Çankaya, Ankara",15500,16-03-2025,Ankara / Çankaya / Ertuğrulgazi Mah.,3+1,110,30.0,Ground,https://www.hepsiemlak.com/en/ankara-cankaya-ertugrulgazi-kiralik/daire/141253-220,51,140.9090909090909
"110 Square Meters Apartment For Rent in Yenimahalle, Ankara",18500,18-03-2025,Ankara / Yenimahalle / Demetgül Mah.,3+1,110,25.0,1.,https://www.hepsiemlak.com/en/ankara-yenimahalle-demetgul-kiralik/daire/133484-156,51,168.1818181818182
"80 Square Meters Apartment For Rent in Etimesgut, Ankara",13500,19-03-2025,Ankara / Etimesgut / Kazım Karabekir Mah.,2+1,80,20.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-etimesgut-kazim-karabekir-kiralik/daire/103175-964,51,168.75
"120 Square Meters Apartment For Rent in Yenimahalle, Ankara",23500,20-03-2025,Ankara / Yenimahalle / Ergazi Mah.,3+1,120,25.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-yenimahalle-ergazi-kiralik/daire/7000-4404,51,195.83333333333334
"425 Square Meters Apartment For Rent in Çankaya, Ankara",65000,18-03-2025,Ankara / Çankaya / Mustafa Kemal Mah.,7+1,425,16.0,Top,https://www.hepsiemlak.com/en/ankara-cankaya-mustafa-kemal-kiralik/daire/31920-4025,51,152.94117647058823
"80 Square Meters Apartment For Rent in Çankaya, Ankara",28000,17-03-2025,Ankara / Çankaya / Seyranbağları Mah.,2+1,80,15.0,Middle,https://www.hepsiemlak.com/en/ankara-cankaya-seyranbaglari-kiralik/daire/3004-1786,51,350.0
"100 Square Meters Apartment For Rent in Çankaya, Ankara",22500,22-03-2025,Ankara / Çankaya / Nasuh Akar Mah.,3+1,100,35.0,1.,https://www.hepsiemlak.com/en/ankara-cankaya-nasuh-akar-kiralik/daire/11853-1228,51,225.0
"75 Square Meters Apartment For Rent in Çankaya, Ankara",27500,20-03-2025,Ankara / Çankaya / İlkbahar Mah.,1+1,75,12.0,10.,https://www.hepsiemlak.com/en/ankara-cankaya-ilkbahar-kiralik/daire/20589-41,51,366.6666666666667
"120 Square Meters Apartment For Rent in Yenimahalle, Ankara",24000,20-03-2025,Ankara / Yenimahalle / Ergazi Mah.,3+1,120,29.0,5.,https://www.hepsiemlak.com/en/ankara-yenimahalle-ergazi-kiralik/daire/41980-1774,51,200.0
"125 Square Meters Apartment For Rent in Çankaya, Ankara",21000,18-03-2025,Ankara / Çankaya / Mürsel Uluç Mah.,3+1,125,22.0,4.,https://www.hepsiemlak.com/en/ankara-cankaya-mursel-uluc-kiralik/daire/76774-3129,51,168.0
"160 Square Meters Apartment For Rent in Çankaya, Ankara",36000,18-03-2025,Ankara / Çankaya / Birlik Mah.,3+1,160,15.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-cankaya-birlik-kiralik/daire/4129-2256,51,225.0
"115 Square Meters Apartment For Rent in Etimesgut, Ankara",18000,22-03-2025,Ankara / Etimesgut / Oğuzlar Mah.,3+1,115,20.0,5.,https://www.hepsiemlak.com/en/ankara-etimesgut-oguzlar-kiralik/daire/127957-227,51,156.52173913043478
"88 Square Meters Apartment For Rent in Çankaya, Ankara",15000,22-03-2025,Ankara / Çankaya / Ertuğrulgazi Mah.,2+1,88,40.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-cankaya-ertugrulgazi-kiralik/daire/6391-4632,51,170.45454545454547
"115 Square Meters Apartment For Rent in Mamak, Ankara",14000,22-03-2025,Ankara / Mamak / Mehtap Mah.,3+1,115,25.0,3.,https://www.hepsiemlak.com/en/ankara-mamak-mehtap-kiralik/daire/72969-2315,51,121.73913043478261
"130 Square Meters Apartment For Rent in Keçiören, Ankara",17000,21-03-2025,Ankara / Keçiören / Şenlik Mah.,3+1,130,29.0,1.,https://www.hepsiemlak.com/en/ankara-kecioren-senlik-kiralik/daire/16695-93,51,130.76923076923077
"115 Square Meters Apartment For Rent in Çankaya, Ankara",20000,21-03-2025,Ankara / Çankaya / Topraklık Mah.,3+1,115,45.0,2.,https://www.hepsiemlak.com/en/ankara-cankaya-topraklik-kiralik/daire/20953-3830,51,173.91304347826087
"135 Square Meters Apartment For Rent in Etimesgut, Ankara",20000,21-03-2025,Ankara / Etimesgut / Elvan Mah.,3+1,135,18.0,1.,https://www.hepsiemlak.com/en/ankara-etimesgut-elvan-kiralik/daire/57329-2179,51,148.14814814814815
"100 Square Meters Apartment For Rent in Çankaya, Ankara",40000,21-03-2025,Ankara / Çankaya / İşçi Blokları Mah.,1+1,100,6.0,13.,https://www.hepsiemlak.com/en/ankara-cankaya-isci-bloklari-kiralik/daire/120582-101,51,400.0
"110 Square Meters Apartment For Rent in Altındağ, Ankara",15500,17-03-2025,Ankara / Altındağ / Zübeyde Hanım Mah.,3+1,110,35.0,1.,https://www.hepsiemlak.com/en/ankara-altindag-zubeyde-hanim-kiralik/daire/80588-1231,51,140.9090909090909
"120 Square Meters Apartment For Rent in Sincan, Ankara",18000,21-03-2025,Ankara / Sincan / Selçuklu Mah.,3+1,120,23.0,2.,https://www.hepsiemlak.com/en/ankara-sincan-selcuklu-kiralik/daire/117162-934,51,150.0
"125 Square Meters Apartment For Rent in Çankaya, Ankara",29000,21-03-2025,Ankara / Çankaya / Çukurambar Mah.,3+1,125,24.0,1.,https://www.hepsiemlak.com/en/ankara-cankaya-cukurambar-kiralik/daire/4629-5160,51,232.0
"110 Square Meters Apartment For Rent in Çankaya, Ankara",29000,20-03-2025,Ankara / Çankaya / Emek Mah.,3+1,110,35.0,3.,https://www.hepsiemlak.com/en/ankara-cankaya-emek-kiralik/daire/5647-3324,51,263.6363636363636
"110 Square Meters Apartment For Rent in Çankaya, Ankara",37000,17-03-2025,Ankara / Çankaya / Koru Mah.,3+1,110,25.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-cankaya-koru-kiralik/daire/8970-1259,52,336.3636363636364
"130 Square Meters Apartment For Rent in Yenimahalle, Ankara",25000,20-03-2025,Ankara / Yenimahalle / Kentkoop Mah.,3+1,130,30.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-yenimahalle-kentkoop-kiralik/daire/114256-364,52,192.30769230769232
"44 Square Meters Apartment For Rent in Gölbaşı, Ankara",15500,19-03-2025,Ankara / Gölbaşı / İncek Mah.,1+1,44,3.0,1.,https://www.hepsiemlak.com/en/ankara-golbasi-incek-kiralik/daire/9010-453,52,352.27272727272725
"78 Square Meters Apartment For Rent in Altındağ, Ankara",20000,22-03-2025,Ankara / Altındağ / Aydınlıkevler Mah.,2+1,78,,Raised Ground,https://www.hepsiemlak.com/en/ankara-altindag-aydinlikevler-kiralik/daire/7788-2446,52,256.4102564102564
"135 Square Meters Apartment For Rent in Çankaya, Ankara",27000,20-03-2025,Ankara / Çankaya / Erzurum Mah.,3+1,135,25.0,4.,https://www.hepsiemlak.com/en/ankara-cankaya-erzurum-kiralik/daire/8168-2813,52,200.0
"120 Square Meters Apartment For Rent in Etimesgut, Ankara",17500,18-03-2025,Ankara / Etimesgut / Topçu Mah.,3+1,120,16.0,2.,https://www.hepsiemlak.com/en/ankara-etimesgut-topcu-kiralik/daire/113388-3079,52,145.83333333333334
"110 Square Meters Apartment For Rent in Altındağ, Ankara",17000,16-03-2025,Ankara / Altındağ / Aydınlıkevler Mah.,3+1,110,40.0,Middle,https://www.hepsiemlak.com/en/ankara-altindag-aydinlikevler-kiralik/daire/69104-1668,52,154.54545454545453
"135 Square Meters Apartment For Rent in Keçiören, Ankara",16000,17-03-2025,Ankara / Keçiören / Uyanış Mah.,3+1,135,15.0,Top,https://www.hepsiemlak.com/en/ankara-kecioren-uyanis-kiralik/daire/24371-736,52,118.51851851851852
"120 Square Meters Apartment For Rent in Altındağ, Ankara",16000,21-03-2025,Ankara / Altındağ / Gültepe Mah.,3+1,120,16.0,11.,https://www.hepsiemlak.com/en/ankara-altindag-gultepe-kiralik/daire/1300-5758,52,133.33333333333334
"110 Square Meters Apartment For Rent in Çankaya, Ankara",20000,19-03-2025,Ankara / Çankaya / İleri Mah.,3+1,110,42.0,3.,https://www.hepsiemlak.com/en/ankara-cankaya-ileri-kiralik/daire/67340-568,52,181.8181818181818
"50 Square Meters Apartment For Rent in Çankaya, Ankara",7000,20-03-2025,Ankara / Çankaya / Göktürk Mah.,Stüdyo,50,38.0,Underground 1,https://www.hepsiemlak.com/en/ankara-cankaya-gokturk-kiralik/daire/26985-2975,52,140.0
"125 Square Meters Apartment For Rent in Mamak, Ankara",21000,20-03-2025,Ankara / Mamak / Demirlibahçe Mah.,3+1,125,20.0,3.,https://www.hepsiemlak.com/en/ankara-mamak-demirlibahce-kiralik/daire/43101-314,52,168.0
"80 Square Meters Apartment For Rent in Çankaya, Ankara",24000,17-03-2025,Ankara / Çankaya / Birlik Mah.,1+1,80,4.0,1.,https://www.hepsiemlak.com/en/ankara-cankaya-birlik-kiralik/daire/68073-155,52,300.0
"100 Square Meters Apartment For Rent in Çankaya, Ankara",18500,18-03-2025,Ankara / Çankaya / Cebeci Mah.,2+1,100,45.0,Garden,https://www.hepsiemlak.com/en/ankara-cankaya-cebeci-kiralik/daire/135436-88,52,185.0
"110 Square Meters Apartment For Rent in Çankaya, Ankara",19000,21-03-2025,Ankara / Çankaya / İlkadım Mah.,3+1,110,29.0,3.,https://www.hepsiemlak.com/en/ankara-cankaya-ilkadim-kiralik/daire/6858-387,52,172.72727272727272
"130 Square Meters Apartment For Rent in Keçiören, Ankara",20000,18-03-2025,Ankara / Keçiören / Basınevleri Mah.,3+1,130,20.0,1.,https://www.hepsiemlak.com/en/ankara-kecioren-basinevleri-kiralik/daire/9434-3210,52,153.84615384615384
"95 Square Meters Apartment For Rent in Etimesgut, Ankara",15500,17-03-2025,Ankara / Etimesgut / Süvari Mah.,2+1,95,15.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-etimesgut-suvari-kiralik/daire/119882-7181,52,163.1578947368421
"118 Square Meters Apartment For Rent in Çankaya, Ankara",25250,20-03-2025,Ankara / Çankaya / Kırkkonaklar Mah.,3+1,118,11.0,Ground,https://www.hepsiemlak.com/en/ankara-cankaya-kirkkonaklar-kiralik/daire/25115-442,52,213.98305084745763
"120 Square Meters Apartment For Rent in Keçiören, Ankara",14000,21-03-2025,Ankara / Keçiören / Şenlik Mah.,3+1,120,36.0,2.,https://www.hepsiemlak.com/en/ankara-kecioren-senlik-kiralik/daire/89354-1225,52,116.66666666666667
"75 Square Meters Apartment For Rent in Yenimahalle, Ankara",22000,18-03-2025,Ankara / Yenimahalle / Varlık Mah.,2+1,75,22.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-yenimahalle-varlik-kiralik/daire/26717-1749,52,293.3333333333333
"80 Square Meters Apartment For Rent in Etimesgut, Ankara",14000,20-03-2025,Ankara / Etimesgut / Süvari Mah.,2+1,80,15.0,Underground 1,https://www.hepsiemlak.com/en/ankara-etimesgut-suvari-kiralik/daire/95979-1627,52,175.0
"115 Square Meters Apartment For Rent in Etimesgut, Ankara",26000,19-03-2025,Ankara / Etimesgut / Göksu Mah.,3+1,115,22.0,5.,https://www.hepsiemlak.com/en/ankara-etimesgut-goksu-kiralik/daire/14936-2211,52,226.08695652173913
"100 Square Meters Apartment For Rent in Etimesgut, Ankara",20000,21-03-2025,Ankara / Etimesgut / Şeyh Şamil Mah.,3+1,100,25.0,2.,https://www.hepsiemlak.com/en/ankara-etimesgut-seyh-samil-kiralik/daire/100519-555,52,200.0
"95 Square Meters Apartment For Rent in Çankaya, Ankara",30000,20-03-2025,Ankara / Çankaya / Bayraktar Mah.,2+1,95,25.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-cankaya-bayraktar-kiralik/daire/33976-507,52,315.7894736842105
"120 Square Meters Apartment For Rent in Keçiören, Ankara",20000,22-03-2025,Ankara / Keçiören / İncirli Mah.,3+1,120,25.0,2.,https://www.hepsiemlak.com/en/ankara-kecioren-incirli-kiralik/daire/1955-7705,53,166.66666666666666
"120 Square Meters Apartment For Rent in Mamak, Ankara",20000,16-03-2025,Ankara / Mamak / Durali Alıç Mah.,3+1,120,14.0,1.,https://www.hepsiemlak.com/en/ankara-mamak-durali-alic-kiralik/daire/59864-3124,53,166.66666666666666
"130 Square Meters Apartment For Rent in Mamak, Ankara",18000,19-03-2025,Ankara / Mamak / Yeşilbayır Mah.,3+1,130,12.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-mamak-yesilbayir-kiralik/daire/122845-3110,53,138.46153846153845
"120 Square Meters Apartment For Rent in Çankaya, Ankara",36000,21-03-2025,Ankara / Çankaya / Emek Mah.,3+1,120,35.0,1.,https://www.hepsiemlak.com/en/ankara-cankaya-emek-kiralik/daire/4459-2009,53,300.0
"130 Square Meters Apartment For Rent in Mamak, Ankara",20000,22-03-2025,Ankara / Mamak / Aşık Veysel Mah.,3+1,130,30.0,Underground 1,https://www.hepsiemlak.com/en/ankara-mamak-asik-veysel-kiralik/daire/47683-2832,53,153.84615384615384
"105 Square Meters Apartment For Rent in Çankaya, Ankara",26000,17-03-2025,Ankara / Çankaya / Kavaklıdere Mah.,3+1,105,35.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-cankaya-kavaklidere-kiralik/daire/3581-4076,53,247.61904761904762
"45 Square Meters Apartment For Rent in Çankaya, Ankara",21500,19-03-2025,Ankara / Çankaya / Konutkent Mah.,1+1,45,1.0,3.,https://www.hepsiemlak.com/en/ankara-cankaya-konutkent-kiralik/daire/4005-1064,53,477.77777777777777
"100 Square Meters Apartment For Rent in Etimesgut, Ankara",24500,19-03-2025,Ankara / Etimesgut / Alsancak Mah.,2+1,100,12.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-etimesgut-alsancak-kiralik/daire/103558-1029,53,245.0
"130 Square Meters Apartment For Rent in Etimesgut, Ankara",22000,20-03-2025,Ankara / Etimesgut / Turkuaz Mah.,3+1,130,15.0,7.,https://www.hepsiemlak.com/en/ankara-etimesgut-turkuaz-kiralik/daire/10144-6888,53,169.23076923076923
"115 Square Meters Apartment For Rent in Keçiören, Ankara",15500,18-03-2025,Ankara / Keçiören / Şefkat Mah.,3+1,115,30.0,Top,https://www.hepsiemlak.com/en/ankara-kecioren-sefkat-kiralik/daire/151255-26,53,134.7826086956522
"145 Square Meters Apartment For Rent in Yenimahalle, Ankara",22000,21-03-2025,Ankara / Yenimahalle / Burç Mah.,3+1,145,11.0,4.,https://www.hepsiemlak.com/en/ankara-yenimahalle-burc-kiralik/daire/61688-4650,53,151.72413793103448
"120 Square Meters Apartment For Rent in Çankaya, Ankara",30000,22-03-2025,Ankara / Çankaya / Seyranbağları Mah.,3+1,120,12.0,2.,https://www.hepsiemlak.com/en/ankara-cankaya-seyranbaglari-kiralik/daire/10580-6233,53,250.0
"160 Square Meters Apartment For Rent in Etimesgut, Ankara",42500,22-03-2025,Ankara / Etimesgut / Ahi Mesut Mah.,4+1,160,1.0,4.,https://www.hepsiemlak.com/en/ankara-etimesgut-ahi-mesut-kiralik/daire/148497-74,53,265.625
"238 Square Meters Apartment For Rent in Keçiören, Ankara",46000,22-03-2025,Ankara / Keçiören / Ovacık Mah.,4+1,238,1.0,14.,https://www.hepsiemlak.com/en/ankara-kecioren-ovacik-kiralik/daire/133298-835,53,193.27731092436974
"125 Square Meters Apartment For Rent in Keçiören, Ankara",15000,22-03-2025,Ankara / Keçiören / Şehit Kubilay Mah.,3+1,125,5.0,Ground,https://www.hepsiemlak.com/en/ankara-kecioren-sehit-kubilay-kiralik/daire/125731-560,53,120.0
"80 Square Meters Apartment For Rent in Çankaya, Ankara",24000,22-03-2025,Ankara / Çankaya / Kültür Mah.,2+1,80,60.0,Underground 1,https://www.hepsiemlak.com/en/ankara-cankaya-kultur-kiralik/daire/0-44368121,53,300.0
"110 Square Meters Apartment For Rent in Çankaya, Ankara",35000,20-03-2025,Ankara / Çankaya / Devlet Mah.,2+1,110,28.0,1.,https://www.hepsiemlak.com/en/ankara-cankaya-devlet-kiralik/daire/36856-2854,53,318.1818181818182
"145 Square Meters Apartment For Rent in Yenimahalle, Ankara",25000,22-03-2025,Ankara / Yenimahalle / Ostim OSB Mah.,3+1,145,25.0,10.,https://www.hepsiemlak.com/en/ankara-yenimahalle-ostim-osb-kiralik/daire/151659-205,53,172.41379310344828
"65 Square Meters Apartment For Rent in Etimesgut, Ankara",22000,20-03-2025,Ankara / Etimesgut / Şehit Osman Avcı Mah.,1+11,65,8.0,10.,https://www.hepsiemlak.com/en/ankara-etimesgut-sehit-osman-avci-kiralik/daire/153785-7,53,338.46153846153845
"105 Square Meters Apartment For Rent in Mamak, Ankara",15000,19-03-2025,Ankara / Mamak / Derbent Mah.,2+1,105,6.0,21 and above,https://www.hepsiemlak.com/en/ankara-mamak-derbent-kiralik/daire/0-44352717,53,142.85714285714286
"135 Square Meters Apartment For Rent in Etimesgut, Ankara",28000,22-03-2025,Ankara / Etimesgut / Devlet Mah.,3+1,135,25.0,5.,https://www.hepsiemlak.com/en/ankara-etimesgut-devlet-kiralik/daire/155679-23,53,207.40740740740742
"90 Square Meters Apartment For Rent in Gölbaşı, Ankara",21000,18-03-2025,Ankara / Gölbaşı / Eymir Mah.,2+1,90,15.0,3.,https://www.hepsiemlak.com/en/ankara-golbasi-eymir-kiralik/daire/0-44348660,53,233.33333333333334
"120 Square Meters Apartment For Rent in Gölbaşı, Ankara",20000,17-03-2025,Ankara / Gölbaşı / Karşıyaka Mah.,3+1,120,10.0,Top,https://www.hepsiemlak.com/en/ankara-golbasi-karsiyaka-kiralik/daire/0-44345010,53,166.66666666666666
"135 Square Meters Apartment For Rent in Mamak, Ankara",25000,17-03-2025,Ankara / Mamak / Yeşilbayır Mah.,3+1,135,6.0,8.,https://www.hepsiemlak.com/en/ankara-mamak-yesilbayir-kiralik/daire/93775-74,53,185.1851851851852
"125 Square Meters Apartment For Rent in Sincan, Ankara",16100,21-03-2025,Ankara / Sincan / Atatürk Mah.,3+1,125,15.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-sincan-ataturk-kiralik/daire/131995-394,54,128.8
"100 Square Meters Apartment For Rent in Etimesgut, Ankara",22500,22-03-2025,Ankara / Etimesgut / Bağlıca Mah.,1+1,100,7.0,1.,https://www.hepsiemlak.com/en/ankara-etimesgut-baglica-kiralik/daire/147856-68,54,225.0
"75 Square Meters Apartment For Rent in Çankaya, Ankara",32000,22-03-2025,Ankara / Çankaya / Yukarı Bahçelievler Mah.,2+1,75,8.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-cankaya-yukari-bahcelievler-kiralik/daire/133559-414,54,426.6666666666667
"150 Square Meters Apartment For Rent in Yenimahalle, Ankara",30000,22-03-2025,Ankara / Yenimahalle / Kentkoop Mah.,3+1,150,22.0,1.,https://www.hepsiemlak.com/en/ankara-yenimahalle-kentkoop-kiralik/daire/2000-6377,54,200.0
"135 Square Meters Apartment For Rent in Çankaya, Ankara",38000,18-03-2025,Ankara / Çankaya / Yukarı Bahçelievler Mah.,3+1,135,26.0,2.,https://www.hepsiemlak.com/en/ankara-cankaya-yukari-bahcelievler-kiralik/daire/53552-1923,54,281.48148148148147
"80 Square Meters Apartment For Rent in Çankaya, Ankara",32000,20-03-2025,Ankara / Çankaya / Yukarı Bahçelievler Mah.,2+1,80,40.0,1.,https://www.hepsiemlak.com/en/ankara-cankaya-yukari-bahcelievler-kiralik/daire/144511-85,54,400.0
"125 Square Meters Apartment For Rent in Çankaya, Ankara",33000,16-03-2025,Ankara / Çankaya / Hilal Mah.,3+1,125,16.0,Underground 1,https://www.hepsiemlak.com/en/ankara-cankaya-hilal-kiralik/daire/95902-215,54,264.0
"100 Square Meters Apartment For Rent in Çankaya, Ankara",24750,22-03-2025,Ankara / Çankaya / Maltepe Mah.,2+1,100,45.0,1.,https://www.hepsiemlak.com/en/ankara-cankaya-maltepe-kiralik/daire/150503-14,54,247.5
"120 Square Meters Apartment For Rent in Çankaya, Ankara",25000,21-03-2025,Ankara / Çankaya / 100. Yıl Mah.,3+1,120,25.0,2.,https://www.hepsiemlak.com/en/ankara-cankaya-100-yil-kiralik/daire/139326-21,54,208.33333333333334
"115 Square Meters Apartment For Rent in Çankaya, Ankara",19000,19-03-2025,Ankara / Çankaya / Harbiye Mah.,3+1,115,28.0,2.,https://www.hepsiemlak.com/en/ankara-cankaya-harbiye-kiralik/daire/41553-7758,54,165.2173913043478
"135 Square Meters Apartment For Rent in Sincan, Ankara",20000,22-03-2025,Ankara / Sincan / 29 Ekim Mah.,3+1,135,,2.,https://www.hepsiemlak.com/en/ankara-sincan-29-ekim-kiralik/daire/132411-114,54,148.14814814814815
"130 Square Meters Apartment For Rent in Çankaya, Ankara",31000,22-03-2025,Ankara / Çankaya / Bahçelievler Mah.,3+1,130,35.0,3.,https://www.hepsiemlak.com/en/ankara-cankaya-bahcelievler-kiralik/daire/2332-2936,54,238.46153846153845
"75 Square Meters Apartment For Rent in Çankaya, Ankara",13000,21-03-2025,Ankara / Çankaya / Arka Topraklık Mah.,2+1,75,35.0,Top,https://www.hepsiemlak.com/en/ankara-cankaya-arka-topraklik-kiralik/daire/145504-56,54,173.33333333333334
"175 Square Meters Apartment For Rent in Yenimahalle, Ankara",40000,22-03-2025,Ankara / Yenimahalle / Yuvaköy Mah.,4+1,175,,8.,https://www.hepsiemlak.com/en/ankara-yenimahalle-yuvakoy-kiralik/daire/153974-20,54,228.57142857142858
"120 Square Meters Apartment For Rent in Polatlı, Ankara",13500,22-03-2025,Ankara / Polatlı / Gazi Mah.,3+1,120,25.0,1.,https://www.hepsiemlak.com/en/ankara-polatli-gazi-kiralik/daire/151732-71,54,112.5
"115 Square Meters Apartment For Rent in Mamak, Ankara",20000,21-03-2025,Ankara / Mamak / General Zeki Doğan Mah.,3+1,115,5.0,2.,https://www.hepsiemlak.com/en/ankara-mamak-general-zeki-dogan-kiralik/daire/34109-4481,54,173.91304347826087
