Title,Price (TL),Date,Location,Room,Size (m²),Building Age,Floor,Link,Page,Price per m² (TL)
"150 Square Meters Apartment For Rent in Çankaya, Ankara",28000,22-03-2025,Ankara / Çankaya / Birlik Mah.,3+1,150,21.0,2.,https://www.hepsiemlak.com/en/ankara-cankaya-birlik-kiralik/daire/40002-5299,19,186.66666666666666
"110 Square Meters Apartment For Rent in Mamak, Ankara",25000,22-03-2025,Ankara / Mamak / Demirlibahçe Mah.,3+1,110,30.0,1.,https://www.hepsiemlak.com/en/ankara-mamak-demirlibahce-kiralik/daire/43101-409,19,227.27272727272728
"85 Square Meters Apartment For Rent in Çankaya, Ankara",26000,22-03-2025,Ankara / Çankaya / Emek Mah.,2+1,85,50.0,Garden,https://www.hepsiemlak.com/en/ankara-cankaya-emek-kiralik/daire/4209-2415,19,305.88235294117646
"100 Square Meters Apartment For Rent in Altındağ, Ankara",17500,22-03-2025,Ankara / Altındağ / Aydınlıkevler Mah.,3+1,100,24.0,Underground 1,https://www.hepsiemlak.com/en/ankara-altindag-aydinlikevler-kiralik/daire/4469-1361,19,175.0
"90 Square Meters Apartment For Rent in Çankaya, Ankara",25000,22-03-2025,Ankara / Çankaya / Yücetepe Mah.,2+1,90,45.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-cankaya-yucetepe-kiralik/daire/5934-3538,19,277.77777777777777
"110 Square Meters Apartment For Rent in Çankaya, Ankara",24000,22-03-2025,Ankara / Çankaya / Oğuzlar Mah.,3+1,110,27.0,1.,https://www.hepsiemlak.com/en/ankara-cankaya-oguzlar-kiralik/daire/115697-570,19,218.1818181818182
"100 Square Meters Apartment For Rent in Çankaya, Ankara",18500,22-03-2025,Ankara / Çankaya / Seyranbağları Mah.,2+1,100,30.0,3.,https://www.hepsiemlak.com/en/ankara-cankaya-seyranbaglari-kiralik/daire/22326-1240,19,185.0
"105 Square Meters Apartment For Rent in Keçiören, Ankara",15000,22-03-2025,Ankara / Keçiören / Tepebaşı Mah.,3+1,105,25.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-kecioren-tepebasi-kiralik/daire/1955-7703,19,142.85714285714286
"110 Square Meters Apartment For Rent in Etimesgut, Ankara",16500,22-03-2025,Ankara / Etimesgut / Topçu Mah.,3+1,110,17.0,2.,https://www.hepsiemlak.com/en/ankara-etimesgut-topcu-kiralik/daire/16407-11519,19,150.0
"135 Square Meters Apartment For Rent in Yenimahalle, Ankara",27000,22-03-2025,Ankara / Yenimahalle / İlkyerleşim Mah.,3+1,135,17.0,5.,https://www.hepsiemlak.com/en/ankara-yenimahalle-ilkyerlesim-kiralik/daire/67116-162,19,200.0
"125 Square Meters Apartment For Rent in Çankaya, Ankara",33000,22-03-2025,Ankara / Çankaya / Bahçelievler Mah.,3+1,125,15.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-cankaya-bahcelievler-kiralik/daire/3897-1807,19,264.0
"130 Square Meters Apartment For Rent in Çankaya, Ankara",25000,22-03-2025,Ankara / Çankaya / Birlik Mah.,3+1,130,24.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-cankaya-birlik-kiralik/daire/3535-4493,19,192.30769230769232
"60 Square Meters Apartment For Rent in Çankaya, Ankara",19500,22-03-2025,Ankara / Çankaya / Ahlatlıbel Mah.,1+1,60,7.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-cankaya-ahlatlibel-kiralik/daire/39997-4766,19,325.0
"125 Square Meters Apartment For Rent in Yenimahalle, Ankara",20000,22-03-2025,Ankara / Yenimahalle / Demetlale Mah.,3+1,125,35.0,Ground,https://www.hepsiemlak.com/en/ankara-yenimahalle-demetlale-kiralik/daire/96259-434,19,160.0
"90 Square Meters Apartment For Rent in Etimesgut, Ankara",15500,22-03-2025,Ankara / Etimesgut / Alsancak Mah.,2+1,90,15.0,Underground 1,https://www.hepsiemlak.com/en/ankara-etimesgut-alsancak-kiralik/daire/28851-16238,19,172.22222222222223
"200 Square Meters Apartment For Rent in Altındağ, Ankara",36000,21-03-2025,Ankara / Altındağ / Güneşevler Mah.,4+1,200,4.0,16.,https://www.hepsiemlak.com/en/ankara-altindag-gunesevler-kiralik/daire/138906-109,19,180.0
"140 Square Meters Apartment For Rent in Çankaya, Ankara",45000,22-03-2025,Ankara / Çankaya / Yukarı Bahçelievler Mah.,3+1,140,30.0,Middle,https://www.hepsiemlak.com/en/ankara-cankaya-yukari-bahcelievler-kiralik/daire/4757-2394,19,321.42857142857144
"125 Square Meters Apartment For Rent in Çankaya, Ankara",25000,22-03-2025,Ankara / Çankaya / Sokullu Mehmet Paşa Mah.,3+1,125,30.0,Underground 1,https://www.hepsiemlak.com/en/ankara-cankaya-sokullu-mehmet-pasa-kiralik/daire/5438-25193,19,200.0
"115 Square Meters Apartment For Rent in Çankaya, Ankara",22000,22-03-2025,Ankara / Çankaya / Naci Çakır Mah.,3+1,115,22.0,2.,https://www.hepsiemlak.com/en/ankara-cankaya-naci-cakir-kiralik/daire/5235-9731,19,191.30434782608697
"160 Square Meters Apartment For Rent in Çankaya, Ankara",25500,22-03-2025,Ankara / Çankaya / Birlik Mah.,4+1,160,20.0,2.,https://www.hepsiemlak.com/en/ankara-cankaya-birlik-kiralik/daire/2430-9241,19,159.375
"70 Square Meters Apartment For Rent in Çankaya, Ankara",23000,22-03-2025,Ankara / Çankaya / Büyükesat Mah.,1+1,70,4.0,Underground 2,https://www.hepsiemlak.com/en/ankara-cankaya-buyukesat-kiralik/daire/1248-2480,19,328.57142857142856
"100 Square Meters Apartment For Rent in Keçiören, Ankara",15000,22-03-2025,Ankara / Keçiören / Aşağı Eğlence Mah.,3+1,100,27.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-kecioren-asagi-eglence-kiralik/daire/17616-837,19,150.0
"45 Square Meters Apartment For Rent in Çankaya, Ankara",12000,22-03-2025,Ankara / Çankaya / Osman Temiz Mah.,1+1,45,25.0,Underground 3,https://www.hepsiemlak.com/en/ankara-cankaya-osman-temiz-kiralik/daire/8230-121,19,266.6666666666667
"110 Square Meters Apartment For Rent in Mamak, Ankara",23000,22-03-2025,Ankara / Mamak / Balkiraz Mah.,3+1,110,40.0,2.,https://www.hepsiemlak.com/en/ankara-mamak-balkiraz-kiralik/daire/43101-404,20,209.0909090909091
"100 Square Meters Apartment For Rent in Çankaya, Ankara",28000,22-03-2025,Ankara / Çankaya / Emek Mah.,3+1,100,40.0,3.,https://www.hepsiemlak.com/en/ankara-cankaya-emek-kiralik/daire/4209-2413,20,280.0
"135 Square Meters Apartment For Rent in Etimesgut, Ankara",14000,22-03-2025,Ankara / Etimesgut / Yapracık Mah.,3+1,135,12.0,6.,https://www.hepsiemlak.com/en/ankara-etimesgut-yapracik-kiralik/daire/97895-1907,20,103.70370370370371
"100 Square Meters Apartment For Rent in Çankaya, Ankara",23000,22-03-2025,Ankara / Çankaya / Bahçelievler Mah.,2+1,100,45.0,Ground,https://www.hepsiemlak.com/en/ankara-cankaya-bahcelievler-kiralik/daire/5042-3526,20,230.0
"150 Square Meters Apartment For Rent in Çankaya, Ankara",30000,22-03-2025,Ankara / Çankaya / Hilal Mah.,4+1,150,25.0,Underground 1,https://www.hepsiemlak.com/en/ankara-cankaya-hilal-kiralik/daire/4337-3867,20,200.0
"105 Square Meters Apartment For Rent in Keçiören, Ankara",13500,22-03-2025,Ankara / Keçiören / 19 Mayıs Mah.,3+1,105,25.0,Ground,https://www.hepsiemlak.com/en/ankara-kecioren-19-mayis-kiralik/daire/1955-7654,20,128.57142857142858
"75 Square Meters Apartment For Rent in Etimesgut, Ankara",14500,22-03-2025,Ankara / Etimesgut / Topçu Mah.,2+1,75,17.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-etimesgut-topcu-kiralik/daire/16407-11545,20,193.33333333333334
"90 Square Meters Apartment For Rent in Çankaya, Ankara",32000,22-03-2025,Ankara / Çankaya / Emek Mah.,1+1,90,15.0,Underground 1,https://www.hepsiemlak.com/en/ankara-cankaya-emek-kiralik/daire/115697-664,20,355.55555555555554
"55 Square Meters Apartment For Rent in Çankaya, Ankara",30000,22-03-2025,Ankara / Çankaya / Meşrutiyet Mah.,1+1,55,31.0,4.,https://www.hepsiemlak.com/en/ankara-cankaya-mesrutiyet-kiralik/daire/144496-531,20,545.4545454545455
"120 Square Meters Apartment For Rent in Çankaya, Ankara",19000,22-03-2025,Ankara / Çankaya / Sokullu Mehmet Paşa Mah.,2+1,120,35.0,Middle,https://www.hepsiemlak.com/en/ankara-cankaya-sokullu-mehmet-pasa-kiralik/daire/5438-25206,20,158.33333333333334
"150 Square Meters Apartment For Rent in Çankaya, Ankara",29000,21-03-2025,Ankara / Çankaya / İlkadım Mah.,4+4,150,28.0,3.,https://www.hepsiemlak.com/en/ankara-cankaya-ilkadim-kiralik/daire/6788-23232,20,193.33333333333334
"85 Square Meters Apartment For Rent in Etimesgut, Ankara",16000,21-03-2025,Ankara / Etimesgut / Alsancak Mah.,2+1,85,16.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-etimesgut-alsancak-kiralik/daire/132970-275,20,188.23529411764707
"112 Square Meters Apartment For Rent in Gölbaşı, Ankara",20000,21-03-2025,Ankara / Gölbaşı / Eymir Mah.,3+1,112,14.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-golbasi-eymir-kiralik/daire/155977-13,20,178.57142857142858
"110 Square Meters Apartment For Rent in Mamak, Ankara",17500,21-03-2025,Ankara / Mamak / Cengizhan Mah.,2+1,110,14.0,3.,https://www.hepsiemlak.com/en/ankara-mamak-cengizhan-kiralik/daire/114845-1405,20,159.0909090909091
"750 Square Meters Apartment For Rent in Çankaya, Ankara",120000,21-03-2025,Ankara / Çankaya / Alacaatlı Mah.,6+1,750,15.0,Villa,https://www.hepsiemlak.com/en/ankara-cankaya-alacaatli-kiralik/daire/5665-1157,20,160.0
"130 Square Meters Apartment For Rent in Keçiören, Ankara",32000,21-03-2025,Ankara / Keçiören / Aşağı Eğlence Mah.,3+1,130,26.0,3.,https://www.hepsiemlak.com/en/ankara-kecioren-asagi-eglence-kiralik/daire/49652-2305,20,246.15384615384616
"120 Square Meters Apartment For Rent in Keçiören, Ankara",16500,21-03-2025,Ankara / Keçiören / Esertepe Mah.,2+1,120,19.0,3.,https://www.hepsiemlak.com/en/ankara-kecioren-esertepe-kiralik/daire/138525-440,20,137.5
"130 Square Meters Apartment For Rent in Yenimahalle, Ankara",30000,21-03-2025,Ankara / Yenimahalle / Esentepe Mah.,3+1,130,19.0,12.,https://www.hepsiemlak.com/en/ankara-yenimahalle-esentepe-kiralik/daire/134928-308,20,230.76923076923077
"110 Square Meters Apartment For Rent in Çankaya, Ankara",28000,22-03-2025,Ankara / Çankaya / Umut Mah.,3+1,110,25.0,1.,https://www.hepsiemlak.com/en/ankara-cankaya-umut-kiralik/daire/153459-187,20,254.54545454545453
"125 Square Meters Apartment For Rent in Çankaya, Ankara",20500,21-03-2025,Ankara / Çankaya / Aydınlar Mah.,3+1,125,30.0,2.,https://www.hepsiemlak.com/en/ankara-cankaya-aydinlar-kiralik/daire/6464-11722,20,164.0
"120 Square Meters Apartment For Rent in Mamak, Ankara",19000,21-03-2025,Ankara / Mamak / Demirlibahçe Mah.,3+1,120,30.0,Top,https://www.hepsiemlak.com/en/ankara-mamak-demirlibahce-kiralik/daire/0-44364657,20,158.33333333333334
"265 Square Meters Apartment For Rent in Çankaya, Ankara",75000,21-03-2025,Ankara / Çankaya / Oran Mah.,5+1,265,21.0,5.,https://www.hepsiemlak.com/en/ankara-cankaya-oran-kiralik/daire/3420-9804,20,283.0188679245283
"120 Square Meters Apartment For Rent in Mamak, Ankara",20350,21-03-2025,Ankara / Mamak / General Zeki Doğan Mah.,3+1,120,23.0,Middle,https://www.hepsiemlak.com/en/ankara-mamak-general-zeki-dogan-kiralik/daire/128355-1972,20,169.58333333333334
"125 Square Meters Apartment For Rent in Keçiören, Ankara",18000,21-03-2025,Ankara / Keçiören / Çiçekli Mah.,3+1,125,15.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-kecioren-cicekli-kiralik/daire/135284-344,20,144.0
"125 Square Meters Apartment For Rent in Keçiören, Ankara",25000,21-03-2025,Ankara / Keçiören / Aşağı Eğlence Mah.,3+1,125,35.0,Middle,https://www.hepsiemlak.com/en/ankara-kecioren-asagi-eglence-kiralik/daire/141284-164,21,200.0
"125 Square Meters Apartment For Rent in Keçiören, Ankara",18000,21-03-2025,Ankara / Keçiören / Çiçekli Mah.,3+1,125,15.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-kecioren-cicekli-kiralik/daire/135284-344,21,144.0
"97 Square Meters Apartment For Rent in Sincan, Ankara",15500,21-03-2025,Ankara / Sincan / Akşemsettin Mah.,2+1,97,13.0,1.,https://www.hepsiemlak.com/en/ankara-sincan-aksemsettin-kiralik/daire/132621-1234,21,159.79381443298968
"230 Square Meters Apartment For Rent in Çankaya, Ankara",47500,21-03-2025,Ankara / Çankaya / Aziziye Mah.,5+1,230,45.0,4.,https://www.hepsiemlak.com/en/ankara-cankaya-aziziye-kiralik/daire/136784-117,21,206.52173913043478
"105 Square Meters Apartment For Rent in Keçiören, Ankara",22500,21-03-2025,Ankara / Keçiören / Ayvalı Mah.,3+1,105,18.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-kecioren-ayvali-kiralik/daire/10345-6124,21,214.28571428571428
"55 Square Meters Apartment For Rent in Yenimahalle, Ankara",26000,21-03-2025,Ankara / Yenimahalle / Ergazi Mah.,1+1,55,6.0,4.,https://www.hepsiemlak.com/en/ankara-yenimahalle-ergazi-kiralik/daire/144731-97,21,472.72727272727275
"100 Square Meters Apartment For Rent in Mamak, Ankara",18000,21-03-2025,Ankara / Mamak / Balkiraz Mah.,2+1,100,40.0,3.,https://www.hepsiemlak.com/en/ankara-mamak-balkiraz-kiralik/daire/126476-167,21,180.0
"55 Square Meters Apartment For Rent in Gölbaşı, Ankara",20000,21-03-2025,Ankara / Gölbaşı / İncek Mah.,1+1,55,1.0,Middle,https://www.hepsiemlak.com/en/ankara-golbasi-incek-kiralik/daire/129424-3048,21,363.6363636363636
"110 Square Meters Apartment For Rent in Altındağ, Ankara",14500,21-03-2025,Ankara / Altındağ / Aydınlıkevler Mah.,2+1,110,48.0,5.,https://www.hepsiemlak.com/en/ankara-altindag-aydinlikevler-kiralik/daire/8767-3066,21,131.8181818181818
"105 Square Meters Apartment For Rent in Mamak, Ankara",20000,20-03-2025,Ankara / Mamak / Saimekadın Mah.,3+1,105,29.0,Middle,https://www.hepsiemlak.com/en/ankara-mamak-saimekadin-kiralik/daire/56871-2945,21,190.47619047619048
"70 Square Meters Apartment For Rent in Gölbaşı, Ankara",30000,20-03-2025,Ankara / Gölbaşı / Taşpınar Mah.,2+1,70,,1.,https://www.hepsiemlak.com/en/ankara-golbasi-taspinar-kiralik/daire/1919-1782,21,428.57142857142856
"75 Square Meters Apartment For Rent in Çankaya, Ankara",17000,20-03-2025,Ankara / Çankaya / Mürsel Uluç Mah.,1+1,75,,Ground,https://www.hepsiemlak.com/en/ankara-cankaya-mursel-uluc-kiralik/daire/5733-6884,21,226.66666666666666
"125 Square Meters Apartment For Rent in Yenimahalle, Ankara",40000,20-03-2025,Ankara / Yenimahalle / Yeni Batı Mah.,3+1,125,2.0,9.,https://www.hepsiemlak.com/en/ankara-yenimahalle-yeni-bati-kiralik/daire/27900-1764,21,320.0
"55 Square Meters Apartment For Rent in Çankaya, Ankara",24000,22-03-2025,Ankara / Çankaya / Metin Oktay Mah.,1+1,55,,4.,https://www.hepsiemlak.com/en/ankara-cankaya-metin-oktay-kiralik/daire/150186-53,21,436.3636363636364
"96 Square Meters Apartment For Rent in Etimesgut, Ankara",13000,20-03-2025,Ankara / Etimesgut / Yapracık Mah.,2+1,96,11.0,7.,https://www.hepsiemlak.com/en/ankara-etimesgut-yapracik-kiralik/daire/71987-19,21,135.41666666666666
"145 Square Meters Apartment For Rent in Yenimahalle, Ankara",25000,20-03-2025,Ankara / Yenimahalle / Pamuklar Mah.,3+1,145,20.0,2.,https://www.hepsiemlak.com/en/ankara-yenimahalle-pamuklar-kiralik/daire/141244-262,21,172.41379310344828
"110 Square Meters Apartment For Rent in Keçiören, Ankara",18000,20-03-2025,Ankara / Keçiören / Uyanış Mah.,3+1,110,20.0,2.,https://www.hepsiemlak.com/en/ankara-kecioren-uyanis-kiralik/daire/139814-806,21,163.63636363636363
"120 Square Meters Apartment For Rent in Gölbaşı, Ankara",18500,20-03-2025,Ankara / Gölbaşı / Seğmenler Mah.,3+1,120,25.0,3.,https://www.hepsiemlak.com/en/ankara-golbasi-segmenler-kiralik/daire/49844-3419,21,154.16666666666666
"120 Square Meters Apartment For Rent in Keçiören, Ankara",13750,21-03-2025,Ankara / Keçiören / Şenlik Mah.,3+1,120,28.0,Underground 1,https://www.hepsiemlak.com/en/ankara-kecioren-senlik-kiralik/daire/40304-1155,21,114.58333333333333
"130 Square Meters Apartment For Rent in Gölbaşı, Ankara",34000,19-03-2025,Ankara / Gölbaşı / İncek Mah.,4+1,130,1.0,2.,https://www.hepsiemlak.com/en/ankara-golbasi-incek-kiralik/daire/0-44353311,21,261.53846153846155
"85 Square Meters Apartment For Rent in Altındağ, Ankara",22500,21-03-2025,Ankara / Altındağ / Aydınlıkevler Mah.,2+1,85,30.0,Garden,https://www.hepsiemlak.com/en/ankara-altindag-aydinlikevler-kiralik/daire/2120-829,21,264.70588235294116
"135 Square Meters Apartment For Rent in Çankaya, Ankara",29500,19-03-2025,Ankara / Çankaya / Osman Temiz Mah.,3+1,135,25.0,2.,https://www.hepsiemlak.com/en/ankara-cankaya-osman-temiz-kiralik/daire/66820-4495,21,218.5185185185185
"120 Square Meters Apartment For Rent in Keçiören, Ankara",14500,21-03-2025,Ankara / Keçiören / Etlik Mah.,3+1,120,25.0,Underground 1,https://www.hepsiemlak.com/en/ankara-kecioren-etlik-kiralik/daire/115748-852,21,120.83333333333333
"120 Square Meters Apartment For Rent in Keçiören, Ankara",28500,19-03-2025,Ankara / Keçiören / Tepebaşı Mah.,2+1,120,15.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-kecioren-tepebasi-kiralik/daire/122493-2864,21,237.5
"125 Square Meters Apartment For Rent in Keçiören, Ankara",22500,19-03-2025,Ankara / Keçiören / Şenlik Mah.,3+1,125,20.0,3.,https://www.hepsiemlak.com/en/ankara-kecioren-senlik-kiralik/daire/142113-359,22,180.0
"135 Square Meters Apartment For Rent in Yenimahalle, Ankara",25000,21-03-2025,Ankara / Yenimahalle / Barıştepe Mah.,3+1,135,15.0,4.,https://www.hepsiemlak.com/en/ankara-yenimahalle-baristepe-kiralik/daire/42626-274,22,185.1851851851852
"105 Square Meters Apartment For Rent in Çankaya, Ankara",40000,21-03-2025,Ankara / Çankaya / Emek Mah.,3+1,105,,Ground,https://www.hepsiemlak.com/en/ankara-cankaya-emek-kiralik/daire/2644-4482,22,380.95238095238096
"145 Square Meters Apartment For Rent in Mamak, Ankara",21000,20-03-2025,Ankara / Mamak / Üreğil Mah.,3+1,145,8.0,9.,https://www.hepsiemlak.com/en/ankara-mamak-uregil-kiralik/daire/0-44357133,22,144.82758620689654
"135 Square Meters Apartment For Rent in Yenimahalle, Ankara",20000,19-03-2025,Ankara / Yenimahalle / Çarşı Mah.,3+1,135,25.0,Basement and Ground,https://www.hepsiemlak.com/en/ankara-yenimahalle-carsi-kiralik/daire/99931-982,22,148.14814814814815
"95 Square Meters Apartment For Rent in Etimesgut, Ankara",25000,19-03-2025,Ankara / Etimesgut / Tunahan Mah.,2+1,95,12.0,5.,https://www.hepsiemlak.com/en/ankara-etimesgut-tunahan-kiralik/daire/138926-106,22,263.1578947368421
"110 Square Meters Apartment For Rent in Etimesgut, Ankara",26000,19-03-2025,Ankara / Etimesgut / Atakent Mah.,2+1,110,28.0,9.,https://www.hepsiemlak.com/en/ankara-etimesgut-atakent-kiralik/daire/129439-64,22,236.36363636363637
"135 Square Meters Apartment For Rent in Keçiören, Ankara",21000,21-03-2025,Ankara / Keçiören / Bağlarbaşı Mah.,3+1,135,15.0,2.,https://www.hepsiemlak.com/en/ankara-kecioren-baglarbasi-kiralik/daire/141395-118,22,155.55555555555554
"230 Square Meters Apartment For Rent in Çankaya, Ankara",72000,19-03-2025,Ankara / Çankaya / Beytepe Mah.,4+1,230,3.0,20.,https://www.hepsiemlak.com/en/ankara-cankaya-beytepe-kiralik/daire/4744-11886,22,313.04347826086956
"120 Square Meters Apartment For Rent in Yenimahalle, Ankara",15000,19-03-2025,Ankara / Yenimahalle / Demetgül Mah.,3+1,120,35.0,Top,https://www.hepsiemlak.com/en/ankara-yenimahalle-demetgul-kiralik/daire/123911-333,22,125.0
"130 Square Meters Apartment For Rent in Yenimahalle, Ankara",25000,21-03-2025,Ankara / Yenimahalle / Demetevler Mah.,3+1,130,25.0,4.,https://www.hepsiemlak.com/en/ankara-yenimahalle-demetevler-kiralik/daire/89814-5325,22,192.30769230769232
"210 Square Meters Apartment For Rent in Çankaya, Ankara",60000,22-03-2025,Ankara / Çankaya / Çukurambar Mah.,4+1,210,15.0,7.,https://www.hepsiemlak.com/en/ankara-cankaya-cukurambar-kiralik/daire/1124-6031,22,285.7142857142857
"140 Square Meters Apartment For Rent in Yenimahalle, Ankara",20000,19-03-2025,Ankara / Yenimahalle / Demetevler Mah.,3+1,140,33.0,4.,https://www.hepsiemlak.com/en/ankara-yenimahalle-demetevler-kiralik/daire/116590-57,22,142.85714285714286
"90 Square Meters Apartment For Rent in Etimesgut, Ankara",21500,19-03-2025,Ankara / Etimesgut / Tunahan Mah.,3+1,90,27.0,1.,https://www.hepsiemlak.com/en/ankara-etimesgut-tunahan-kiralik/daire/103499-443,22,238.88888888888889
"110 Square Meters Apartment For Rent in Çankaya, Ankara",30000,20-03-2025,Ankara / Çankaya / 100. Yıl Mah.,3+1,110,30.0,5.,https://www.hepsiemlak.com/en/ankara-cankaya-100-yil-kiralik/daire/43512-3579,22,272.72727272727275
"143 Square Meters Apartment For Rent in Mamak, Ankara",30000,19-03-2025,Ankara / Mamak / Türközü Mah.,3+1,143,,5.,https://www.hepsiemlak.com/en/ankara-mamak-turkozu-kiralik/daire/131733-1659,22,209.7902097902098
"80 Square Meters Apartment For Rent in Çankaya, Ankara",55000,18-03-2025,Ankara / Çankaya / Güvenevler Mah.,2+1,80,1.0,1.,https://www.hepsiemlak.com/en/ankara-cankaya-guvenevler-kiralik/daire/64413-4615,22,687.5
"230 Square Meters Apartment For Rent in Çankaya, Ankara",59000,19-03-2025,Ankara / Çankaya / Alacaatlı Mah.,4+1,230,4.0,15.,https://www.hepsiemlak.com/en/ankara-cankaya-alacaatli-kiralik/daire/85335-1110,22,256.5217391304348
"145 Square Meters Apartment For Rent in Çankaya, Ankara",45000,20-03-2025,Ankara / Çankaya / İşçi Blokları Mah.,2+1,145,14.0,21 and above,https://www.hepsiemlak.com/en/ankara-cankaya-isci-bloklari-kiralik/daire/137073-1898,22,310.3448275862069
"180 Square Meters Apartment For Rent in Gölbaşı, Ankara",45000,18-03-2025,Ankara / Gölbaşı / Seğmenler Mah.,4+1,180,4.0,8.,https://www.hepsiemlak.com/en/ankara-golbasi-segmenler-kiralik/daire/148755-66,22,250.0
"120 Square Meters Apartment For Rent in Çankaya, Ankara",40000,19-03-2025,Ankara / Çankaya / Yaşamkent Mah.,2+1,120,10.0,12.,https://www.hepsiemlak.com/en/ankara-cankaya-yasamkent-kiralik/daire/77293-5282,22,333.3333333333333
"135 Square Meters Apartment For Rent in Çankaya, Ankara",35000,18-03-2025,Ankara / Çankaya / Akpınar Mah.,3+1,135,15.0,3.,https://www.hepsiemlak.com/en/ankara-cankaya-akpinar-kiralik/daire/5422-4762,22,259.25925925925924
"130 Square Meters Apartment For Rent in Mamak, Ankara",18000,18-03-2025,Ankara / Mamak / General Zeki Doğan Mah.,3+1,130,14.0,3.,https://www.hepsiemlak.com/en/ankara-mamak-general-zeki-dogan-kiralik/daire/38683-2021,22,138.46153846153845
"130 Square Meters Apartment For Rent in Yenimahalle, Ankara",31000,18-03-2025,Ankara / Yenimahalle / Beştepe Mah.,3+1,130,25.0,5.,https://www.hepsiemlak.com/en/ankara-yenimahalle-bestepe-kiralik/daire/116116-27,22,238.46153846153845
"130 Square Meters Apartment For Rent in Yenimahalle, Ankara",31000,18-03-2025,Ankara / Yenimahalle / Beştepe Mah.,3+1,130,25.0,5.,https://www.hepsiemlak.com/en/ankara-yenimahalle-bestepe-kiralik/daire/116116-27,23,238.46153846153845
"180 Square Meters Apartment For Rent in Çankaya, Ankara",45000,17-03-2025,Ankara / Çankaya / Çukurambar Mah.,4+1,180,20.0,1.,https://www.hepsiemlak.com/en/ankara-cankaya-cukurambar-kiralik/daire/5554-5107,23,250.0
"95 Square Meters Apartment For Rent in Sincan, Ankara",15000,17-03-2025,Ankara / Sincan / Fevzi Çakmak Mah.,2+1,95,,Raised Ground,https://www.hepsiemlak.com/en/ankara-sincan-fevzi-cakmak-kiralik/daire/122088-855,23,157.89473684210526
"140 Square Meters Apartment For Rent in Yenimahalle, Ankara",45000,18-03-2025,Ankara / Yenimahalle / Turgut Özal Mah.,3+1,140,3.0,15.,https://www.hepsiemlak.com/en/ankara-yenimahalle-turgut-ozal-kiralik/daire/139018-102,23,321.42857142857144
"125 Square Meters Apartment For Rent in Keçiören, Ankara",25000,17-03-2025,Ankara / Keçiören / Kanuni Mah.,3+1,125,10.0,Middle,https://www.hepsiemlak.com/en/ankara-kecioren-kanuni-kiralik/daire/151255-50,23,200.0
"120 Square Meters Apartment For Rent in Keçiören, Ankara",18000,17-03-2025,Ankara / Keçiören / Ayvalı Mah.,3+1,120,30.0,1.,https://www.hepsiemlak.com/en/ankara-kecioren-ayvali-kiralik/daire/141924-494,23,150.0
"80 Square Meters Apartment For Rent in Keçiören, Ankara",20000,17-03-2025,Ankara / Keçiören / Aşağı Eğlence Mah.,1+1,80,,Ground,https://www.hepsiemlak.com/en/ankara-kecioren-asagi-eglence-kiralik/daire/5116-1655,23,250.0
"50 Square Meters Apartment For Rent in Gölbaşı, Ankara",19000,17-03-2025,Ankara / Gölbaşı / Taşpınar Mah.,1+1,50,,Ground,https://www.hepsiemlak.com/en/ankara-golbasi-taspinar-kiralik/daire/4547-813,23,380.0
"95 Square Meters Apartment For Rent in Gölbaşı, Ankara",21000,17-03-2025,Ankara / Gölbaşı / İncek Mah.,2+1,95,,2.,https://www.hepsiemlak.com/en/ankara-golbasi-incek-kiralik/daire/10479-376,23,221.05263157894737
"110 Square Meters Apartment For Rent in Keçiören, Ankara",20000,18-03-2025,Ankara / Keçiören / Yükseltepe Mah.,2+1,110,10.0,3.,https://www.hepsiemlak.com/en/ankara-kecioren-yukseltepe-kiralik/daire/118304-3637,23,181.8181818181818
"100 Square Meters Apartment For Rent in Çankaya, Ankara",31000,17-03-2025,Ankara / Çankaya / İlkbahar Mah.,1+1,100,15.0,1.,https://www.hepsiemlak.com/en/ankara-cankaya-ilkbahar-kiralik/daire/8174-3146,23,310.0
"60 Square Meters Apartment For Rent in Çankaya, Ankara",30000,21-03-2025,Ankara / Çankaya / Yukarı Bahçelievler Mah.,1+1,60,25.0,Raised Ground,https://www.hepsiemlak.com/en/ankara-cankaya-yukari-bahcelievler-kiralik/daire/8970-1262,23,500.0
"130 Square Meters Apartment For Rent in Çankaya, Ankara",24000,20-03-2025,Ankara / Çankaya / Huzur Mah.,3+1,130,25.0,3.,https://www.hepsiemlak.com/en/ankara-cankaya-huzur-kiralik/daire/9540-4240,23,184.6153846153846
